panel,dataset,problem_type,model,seed,method,split,alpha,raw_fallback,raw_disagreement,method_disagreement,disagreement_reduction,maximum_coordinate_error,median_empirical_rank,median_anchor_count,total_coordinate_dimension,maximum_reconstruction_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
development,steel-plates-fault,classification,tabm_d,0,SafeRankGram-t01,validation,0.25,False,0.004362289434962315,0.0032717169238463033,0.250000034930152,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,2.3127683310303837,0.0002218636186270856,0.003439517258921609,0.6459857848778665,0.0032176536402945236,14.5028448566993,0.6457639212592394,0.004982708903929009,False
development,steel-plates-fault,classification,tabm_d,0,SafeRankGram-t01,test,0.25,False,0.009148854088278716,0.006861640311061221,0.25000002788849984,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,2.3127683310303837,0.0010468265312041421,0.00460053445917813,0.6455976337440515,0.003553707927973988,3.394743849189831,0.6445508072128474,0.005513464397540443,False
development,steel-plates-fault,classification,tabm_d,1,RankAdaptiveGram,validation,1.0,False,0.004741595162633335,0.0,1.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.306964062852785,0.001123829696310668,0.07472409845289915,0.6459857848778665,0.07360026875658848,65.49058900846366,0.6448619551815559,0.11413337097219031,False
development,steel-plates-fault,classification,tabm_d,1,RankAdaptiveGram,test,1.0,False,0.007253452386201852,0.0,1.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.306964062852785,0.0008120460940462759,0.0760916975036083,0.6455976337440515,0.07527965140956201,92.70366788473471,0.6447855876500053,0.11675144862329709,False
development,steel-plates-fault,classification,tabm_d,1,SafeRankGram-t01,validation,0.0,True,0.004741595162633335,0.004741595162633335,0.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.306964062852785,0.001123829696310668,0.001123829696310668,0.6459857848778665,0.0,0.0,0.6448619551815559,0.0,False
development,steel-plates-fault,classification,tabm_d,1,SafeRankGram-t01,test,0.0,True,0.007253452386201852,0.007253452386201852,0.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.306964062852785,0.0008120460940462759,0.0008120460940462759,0.6455976337440515,0.0,0.0,0.6447855876500053,0.0,False
development,steel-plates-fault,classification,resnet_tabular,0,RankAdaptiveGram,validation,1.0,False,0.06450415865016967,0.0,1.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.2896480450872332,0.02343690286548087,0.21553488534847828,0.6459857848778665,0.19209798248299742,8.196389411415348,0.6225488820123857,0.30856690620348043,False
development,steel-plates-fault,classification,resnet_tabular,0,RankAdaptiveGram,test,1.0,False,0.09713201148937885,0.0,1.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.2896480450872332,0.03934774325625473,0.2935085491824906,0.6455976337440515,0.25416080592623586,6.459348996739079,0.6062498904877969,0.4192343947835349,False
development,steel-plates-fault,classification,resnet_tabular,0,SafeRankGram-t01,validation,0.0,True,0.06450415865016967,0.06450415865016967,0.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.2896480450872332,0.02343690286548087,0.02343690286548087,0.6459857848778665,0.0,0.0,0.6225488820123857,0.0,False
development,steel-plates-fault,classification,resnet_tabular,0,SafeRankGram-t01,test,0.0,True,0.09713201148937885,0.09713201148937885,0.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.2896480450872332,0.03934774325625473,0.03934774325625473,0.6455976337440515,0.0,0.0,0.6062498904877969,0.0,False
development,steel-plates-fault,classification,resnet_tabular,1,RankAdaptiveGram,validation,1.0,False,0.03366061941324923,0.0,1.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.3668552979361266,0.04465766004705936,0.2018571638087123,0.6459857848778665,0.15719950376165293,3.5201016711578528,0.6013281248308071,0.26142050782321785,False
development,steel-plates-fault,classification,resnet_tabular,1,RankAdaptiveGram,test,1.0,False,0.06405587920914996,0.0,1.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.3668552979361266,0.03192017957512855,0.2813056035173881,0.6455976337440515,0.24938542394225954,7.81278261155444,0.6136774541689229,0.4063786639839841,False
development,steel-plates-fault,classification,resnet_tabular,1,SafeRankGram-t01,validation,0.0,True,0.03366061941324923,0.03366061941324923,0.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.3668552979361266,0.04465766004705936,0.04465766004705936,0.6459857848778665,0.0,0.0,0.6013281248308071,0.0,False
development,steel-plates-fault,classification,resnet_tabular,1,SafeRankGram-t01,test,0.0,True,0.06405587920914996,0.06405587920914996,0.0,1.692015830712507e-15,8.0,8.0,202,8.257791514494117e-05,0.3668552979361266,0.03192017957512855,0.03192017957512855,0.6455976337440515,0.0,0.0,0.6136774541689229,0.0,False
development,wilt,classification,controlled_mlp,0,RankAdaptiveGram,validation,1.0,False,0.05522822630839508,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.27584335091523826,0.023241521350602992,0.058695065139608274,0.21210188110406236,0.03545354378900528,1.525439890710315,0.18886035975345938,0.18772358495603192,False
development,wilt,classification,controlled_mlp,0,RankAdaptiveGram,test,1.0,False,0.06340120549194245,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.27584335091523826,0.05917130684909719,0.03790526081947132,0.21210188110406236,-0.021266046029625868,-0.3593979440721164,0.15293057425496517,-0.1390568637646728,False
development,wilt,classification,controlled_mlp,0,SafeRankGram-t01,validation,0.0,True,0.05522822630839508,0.05522822630839508,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.27584335091523826,0.023241521350602992,0.023241521350602992,0.21210188110406236,0.0,0.0,0.18886035975345938,0.0,False
development,wilt,classification,controlled_mlp,0,SafeRankGram-t01,test,0.0,True,0.06340120549194245,0.06340120549194245,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.27584335091523826,0.05917130684909719,0.05917130684909719,0.21210188110406236,0.0,0.0,0.15293057425496517,0.0,False
development,wilt,classification,controlled_mlp,1,RankAdaptiveGram,validation,1.0,False,0.05249471911969304,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.17450920795090497,0.02838894547624736,0.05699961018775067,0.21210188110406236,0.02861066471150331,1.007810055341487,0.183712935627815,0.15573571133535097,False
development,wilt,classification,controlled_mlp,1,RankAdaptiveGram,test,1.0,False,0.05479843029719875,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.17450920795090497,0.042734372653013955,0.041633674063255396,0.21210188110406236,-0.0011006985897585586,-0.025756750864129718,0.16936750845104842,-0.006498876908711738,False
development,wilt,classification,controlled_mlp,1,SafeRankGram-t01,validation,0.0,True,0.05249471911969304,0.05249471911969304,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.17450920795090497,0.02838894547624736,0.02838894547624736,0.21210188110406236,0.0,0.0,0.183712935627815,0.0,False
development,wilt,classification,controlled_mlp,1,SafeRankGram-t01,test,0.0,True,0.05479843029719875,0.05479843029719875,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.17450920795090497,0.042734372653013955,0.042734372653013955,0.21210188110406236,0.0,0.0,0.16936750845104842,0.0,False
development,wilt,classification,tabm_d,0,RankAdaptiveGram,validation,1.0,False,0.03795853677449339,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.14822771400213242,0.02885725381538267,0.30227870554173814,0.21210188110406236,0.27342145172635546,9.47496437033122,0.18324462728867968,1.4921116966535293,False
development,wilt,classification,tabm_d,0,RankAdaptiveGram,test,1.0,False,0.04045969114176417,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.14822771400213242,0.03271191822618737,0.3284369319084161,0.21210188110406236,0.29572501368222875,9.040283472140974,0.179389962877875,1.6485036784558134,False
development,wilt,classification,tabm_d,0,SafeRankGram-t01,validation,0.0,True,0.03795853677449339,0.03795853677449339,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.14822771400213242,0.02885725381538267,0.02885725381538267,0.21210188110406236,0.0,0.0,0.18324462728867968,0.0,False
development,wilt,classification,tabm_d,0,SafeRankGram-t01,test,0.0,True,0.04045969114176417,0.04045969114176417,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.14822771400213242,0.03271191822618737,0.03271191822618737,0.21210188110406236,0.0,0.0,0.179389962877875,0.0,False
development,wilt,classification,tabm_d,1,RankAdaptiveGram,validation,1.0,False,0.028847424760268314,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.13207896891981363,0.027577689215689025,0.3004097944103103,0.21210188110406236,0.27283210519462125,9.893218502129116,0.18452419188837332,1.478570925592614,False
development,wilt,classification,tabm_d,1,RankAdaptiveGram,test,1.0,False,0.03196778038027163,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.13207896891981363,0.030209654293299193,0.3284302647496454,0.21210188110406236,0.2982206104563462,9.87169888013232,0.18189222681076317,1.639545656706972,False
development,wilt,classification,tabm_d,1,SafeRankGram-t01,validation,0.0,True,0.028847424760268314,0.028847424760268314,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.13207896891981363,0.027577689215689025,0.027577689215689025,0.21210188110406236,0.0,0.0,0.18452419188837332,0.0,False
development,wilt,classification,tabm_d,1,SafeRankGram-t01,test,0.0,True,0.03196778038027163,0.03196778038027163,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.13207896891981363,0.030209654293299193,0.030209654293299193,0.21210188110406236,0.0,0.0,0.18189222681076317,0.0,False
development,wilt,classification,resnet_tabular,0,RankAdaptiveGram,validation,1.0,False,0.06972133598587002,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.24368762294761837,0.02763782438828838,0.04657904514830778,0.21210188110406236,0.018941220760019403,0.6853368953326807,0.18446405671577398,0.10268244717833798,False
development,wilt,classification,resnet_tabular,0,RankAdaptiveGram,test,1.0,False,0.08662423430588709,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.24368762294761837,0.05332672916711662,0.04343427555406332,0.21210188110406236,-0.009892453613053305,-0.18550647616230295,0.15877515193694575,-0.062304797018754465,False
development,wilt,classification,resnet_tabular,0,SafeRankGram-t01,validation,0.0,True,0.06972133598587002,0.06972133598587002,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.24368762294761837,0.02763782438828838,0.02763782438828838,0.21210188110406236,0.0,0.0,0.18446405671577398,0.0,False
development,wilt,classification,resnet_tabular,0,SafeRankGram-t01,test,0.0,True,0.08662423430588709,0.08662423430588709,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.24368762294761837,0.05332672916711662,0.05332672916711662,0.21210188110406236,0.0,0.0,0.15877515193694575,0.0,False
development,wilt,classification,resnet_tabular,1,RankAdaptiveGram,validation,1.0,False,0.08648282412400068,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.23468653508462012,0.019404698721098606,0.05643615606488344,0.21210188110406236,0.03703145734378484,1.9083757947512356,0.19269718238296377,0.1921743581605102,False
development,wilt,classification,resnet_tabular,1,RankAdaptiveGram,test,1.0,False,0.08597839441304951,0.0,1.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.23468653508462012,0.0780999764506041,0.04259166083023415,0.21210188110406236,-0.03550831562036995,-0.454652065648546,0.13400190465345826,-0.2649836635695429,False
development,wilt,classification,resnet_tabular,1,SafeRankGram-t01,validation,0.0,True,0.08648282412400068,0.08648282412400068,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.23468653508462012,0.019404698721098606,0.019404698721098606,0.21210188110406236,0.0,0.0,0.19269718238296377,0.0,False
development,wilt,classification,resnet_tabular,1,SafeRankGram-t01,test,0.0,True,0.08597839441304951,0.08597839441304951,0.0,1.4584628754009917e-15,8.0,8.0,40,2.198407188227906e-14,0.23468653508462012,0.0780999764506041,0.0780999764506041,0.21210188110406236,0.0,0.0,0.13400190465345826,0.0,False
development,eeg-eye-state,classification,controlled_mlp,0,RankAdaptiveGram,validation,1.0,False,0.1258565269164501,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.1655788889620453,0.5320501951480752,0.4841560507551025,0.6879808065690332,-0.04789414439297268,-0.09001809383726142,0.155930611420958,-0.3071503661566187,False
development,eeg-eye-state,classification,controlled_mlp,0,RankAdaptiveGram,test,1.0,False,0.12199075734490689,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.1655788889620453,0.5646256516185995,0.5268066495620283,0.6879808065690332,-0.03781900205657118,-0.06698066577059741,0.1233551549504337,-0.30658631227667404,False
development,eeg-eye-state,classification,controlled_mlp,0,SafeRankGram-t01,validation,1.0,False,0.1258565269164501,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.1655788889620453,0.5320501951480752,0.4841560507551025,0.6879808065690332,-0.04789414439297268,-0.09001809383726142,0.155930611420958,-0.3071503661566187,False
development,eeg-eye-state,classification,controlled_mlp,0,SafeRankGram-t01,test,1.0,False,0.12199075734490689,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.1655788889620453,0.5646256516185995,0.5268066495620283,0.6879808065690332,-0.03781900205657118,-0.06698066577059741,0.1233551549504337,-0.30658631227667404,False
development,eeg-eye-state,classification,controlled_mlp,1,RankAdaptiveGram,validation,1.0,False,0.16676288009292858,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.15413597994484007,0.5243769139403185,0.4810550893997785,0.6879808065690332,-0.04332182454054001,-0.08261581200249149,0.16360389262871466,-0.26479702801971383,False
development,eeg-eye-state,classification,controlled_mlp,1,RankAdaptiveGram,test,1.0,False,0.15960042722974987,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.15413597994484007,0.5639214733386401,0.5329472736089718,0.6879808065690332,-0.030974199729668306,-0.05492644134703488,0.12405933323039309,-0.24967246657811304,False
development,eeg-eye-state,classification,controlled_mlp,1,SafeRankGram-t01,validation,0.75,False,0.16676288009292858,0.04169072001696823,0.7500000000375617,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.15413597994484007,0.5243769139403185,0.46787195855028785,0.6879808065690332,-0.05650495539003064,-0.10775637501932761,0.16360389262871466,-0.34537659515390573,False
development,eeg-eye-state,classification,controlled_mlp,1,SafeRankGram-t01,test,0.75,False,0.15960042722974987,0.03990010702988176,0.7499999986062424,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.15413597994484007,0.5639214733386401,0.5161943860527624,0.6879808065690332,-0.04772708728587771,-0.08463427895964719,0.12405933323039309,-0.3847117830082383,False
development,eeg-eye-state,classification,tabm_d,0,RankAdaptiveGram,validation,1.0,False,0.07695078462692818,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.4096933240070939,0.40480187476680496,0.3790341019537619,0.6879808065690332,-0.025767772813043044,-0.0636552704403534,0.2831789318022282,-0.09099466774964468,False
development,eeg-eye-state,classification,tabm_d,0,RankAdaptiveGram,test,1.0,False,0.07236152038073625,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.4096933240070939,0.4328188895984789,0.3821147283180394,0.6879808065690332,-0.05070416128043953,-0.11714867927200959,0.25516191697055424,-0.19871367123445308,False
development,eeg-eye-state,classification,tabm_d,0,SafeRankGram-t01,validation,0.75,False,0.07695078462692818,0.0192376962423444,0.7499999988874402,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.4096933240070939,0.40480187476680496,0.362964165858274,0.6879808065690332,-0.041837708908530946,-0.10335354531802127,0.2831789318022282,-0.14774301408040605,False
development,eeg-eye-state,classification,tabm_d,0,SafeRankGram-t01,test,0.75,False,0.07236152038073625,0.018090380052228825,0.7500000005936198,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.4096933240070939,0.4328188895984789,0.3712843916005639,0.6879808065690332,-0.061534497997914994,-0.14217147050813755,0.25516191697055424,-0.24115862871894042,False
development,eeg-eye-state,classification,tabm_d,1,RankAdaptiveGram,validation,1.0,False,0.10082446602960235,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.36834117700345814,0.4244397012987893,0.3619950373731039,0.6879808065690332,-0.06244466392568537,-0.14712258003811648,0.2635411052702439,-0.23694468406229277,False
development,eeg-eye-state,classification,tabm_d,1,RankAdaptiveGram,test,1.0,False,0.09487942775819891,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.36834117700345814,0.43030215224230084,0.38325301325777666,0.6879808065690332,-0.047049138984524175,-0.10933977145908175,0.2576786543267323,-0.1825884224188265,False
development,eeg-eye-state,classification,tabm_d,1,SafeRankGram-t01,validation,1.0,False,0.10082446602960235,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.36834117700345814,0.4244397012987893,0.3619950373731039,0.6879808065690332,-0.06244466392568537,-0.14712258003811648,0.2635411052702439,-0.23694468406229277,False
development,eeg-eye-state,classification,tabm_d,1,SafeRankGram-t01,test,1.0,False,0.09487942775819891,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.36834117700345814,0.43030215224230084,0.38325301325777666,0.6879808065690332,-0.047049138984524175,-0.10933977145908175,0.2576786543267323,-0.1825884224188265,False
development,eeg-eye-state,classification,resnet_tabular,0,RankAdaptiveGram,validation,1.0,False,0.20818025994265732,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.21232603606767952,0.48287555675918775,0.4335028933582964,0.6879808065690332,-0.04937266340089136,-0.10224717882233524,0.2051052498098454,-0.2407186722264063,False
development,eeg-eye-state,classification,resnet_tabular,0,RankAdaptiveGram,test,1.0,False,0.2101693320424841,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.21232603606767952,0.5127863754247235,0.4311389285846907,0.6879808065690332,-0.08164744684003278,-0.15922312049029574,0.17519443114430966,-0.4660390533348565,False
development,eeg-eye-state,classification,resnet_tabular,0,SafeRankGram-t01,validation,0.75,False,0.20818025994265732,0.052045064586751295,0.7500000019161905,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.21232603606767952,0.48287555675918775,0.4166488728438308,0.6879808065690332,-0.06622668391535697,-0.1371506239823701,0.2051052498098454,-0.32289121793204323,False
development,eeg-eye-state,classification,resnet_tabular,0,SafeRankGram-t01,test,0.75,False,0.2101693320424841,0.05254233330322101,0.7499999986077894,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.21232603606767952,0.5127863754247235,0.41871737177506335,0.6879808065690332,-0.09406900364966014,-0.18344676878699437,0.17519443114430966,-0.5369406038492994,False
development,eeg-eye-state,classification,resnet_tabular,1,RankAdaptiveGram,validation,1.0,False,0.2557435702728416,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.1698385439813137,0.4838303437086888,0.41226710758713014,0.6879808065690332,-0.07156323612155868,-0.14790977261369628,0.20415046286034433,-0.3505416305154978,False
development,eeg-eye-state,classification,resnet_tabular,1,RankAdaptiveGram,test,1.0,False,0.25043403258079977,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.1698385439813137,0.586457446793265,0.4321599525616862,0.6879808065690332,-0.15429749423157874,-0.26310092074927804,0.10152335977576821,-1.519822576522007,False
development,eeg-eye-state,classification,resnet_tabular,1,SafeRankGram-t01,validation,1.0,False,0.2557435702728416,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.1698385439813137,0.4838303437086888,0.41226710758713014,0.6879808065690332,-0.07156323612155868,-0.14790977261369628,0.20415046286034433,-0.3505416305154978,False
development,eeg-eye-state,classification,resnet_tabular,1,SafeRankGram-t01,test,1.0,False,0.25043403258079977,0.0,1.0,1.9416913985366906e-15,8.0,8.0,112,7.22888496361829e-14,0.1698385439813137,0.586457446793265,0.4321599525616862,0.6879808065690332,-0.15429749423157874,-0.26310092074927804,0.10152335977576821,-1.519822576522007,False
development,satimage,classification,controlled_mlp,0,RankAdaptiveGram,validation,1.0,False,0.0633745992414419,0.0,1.0,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.2515637679025531,0.23117416737890795,0.24213218036704126,1.7213411230528801,0.010958012988133314,0.047401546255696,1.4901669556739723,0.007353547162221986,False
development,satimage,classification,controlled_mlp,0,RankAdaptiveGram,test,1.0,False,0.05836660109433039,0.0,1.0,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.2515637679025531,0.300711017871682,0.3147286008218346,1.7213411230528803,0.014017582950152652,0.046614796655485936,1.4206301051811985,0.009867158874804176,False
development,satimage,classification,controlled_mlp,0,SafeRankGram-t01,validation,0.5,False,0.0633745992414419,0.03168729932497712,0.5000000046665989,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.2515637679025531,0.23117416737890795,0.22046592066810297,1.7213411230528801,-0.010708246710804975,-0.046321121569148055,1.4901669556739723,-0.007185937568963105,False
development,satimage,classification,controlled_mlp,0,SafeRankGram-t01,test,0.5,False,0.05836660109433039,0.029183300372520576,0.5000000029922013,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.2515637679025531,0.300711017871682,0.27633084015951326,1.7213411230528803,-0.024380177712168716,-0.08107510620901863,1.4206301051811985,-0.017161524047147426,False
development,satimage,classification,controlled_mlp,1,RankAdaptiveGram,validation,1.0,False,0.04216843682803498,0.0,1.0,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.18450518208555877,0.24391305208199038,0.24397767531564002,1.7213411230528801,6.462323364964107e-05,0.0002649437293249819,1.4774280709708898,4.374035861331239e-05,False
development,satimage,classification,controlled_mlp,1,RankAdaptiveGram,test,1.0,False,0.049322232584146086,0.0,1.0,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.18450518208555877,0.31510587290868786,0.26537703237013466,1.7213411230528803,-0.0497288405385532,-0.15781629228143185,1.4062352501441926,-0.03536310196565909,False
development,satimage,classification,controlled_mlp,1,SafeRankGram-t01,validation,0.75,False,0.04216843682803498,0.010542109293415968,0.7499999979509029,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.18450518208555877,0.24391305208199038,0.2374170930384696,1.7213411230528801,-0.006495959043520766,-0.026632273214051604,1.4774280709708898,-0.004396802234339541,False
development,satimage,classification,controlled_mlp,1,SafeRankGram-t01,test,0.75,False,0.049322232584146086,0.012330558204180525,0.7499999988211401,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.18450518208555877,0.31510587290868786,0.2651337711167574,1.7213411230528803,-0.04997210179193046,-0.15858829075652137,1.4062352501441926,-0.035536089560268394,False
development,satimage,classification,tabm_d,0,RankAdaptiveGram,validation,1.0,False,0.027679615139371817,0.0,1.0,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.4955212699715048,0.20588381586780746,0.21207290963919806,1.7213411230528801,0.006189093771390597,0.030061099000440374,1.5154573071850725,0.004083977649549691,False
development,satimage,classification,tabm_d,0,RankAdaptiveGram,test,1.0,False,0.027920242095130804,0.0,1.0,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.4955212699715048,0.25662036942079414,0.23896027645373907,1.7213411230528803,-0.017660092967055063,-0.06881797032291254,1.4647207536320863,-0.01205696916853476,False
development,satimage,classification,tabm_d,0,SafeRankGram-t01,validation,0.75,False,0.027679615139371817,0.006919903800245795,0.7499999994435312,1.1466622696044517e-15,8.0,8.0,288,1.187719813017248e-13,0.4955212699715048,0.20588381586780746,0.20793173228379325,1.7213411230528801,0.0020479164159857843,0.009946951912435395,1.5154573071850725,0.0013513521009639938,False
