dataset,model,seed,embedding,k,interface,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
steel-plates-fault,controlled_mlp,0,PLE,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k32_embedding_rotated_m6,True,2.863808257489255e-15,2.8069679860281677e-15,2.8218583220040668e-15
steel-plates-fault,controlled_mlp,0,PLE,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k32_embedding_rotated_m7,True,2.2916395546199524e-15,2.2482087471474665e-15,2.220883402072216e-15
steel-plates-fault,controlled_mlp,0,PLE,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k32_embedding_rotated_m0,True,4.273018397978271e-15,4.177102875513461e-15,4.183787549880738e-15
steel-plates-fault,controlled_mlp,0,PLE,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k32_embedding_rotated_m1,True,4.029365843260489e-15,3.927370741838414e-15,3.936003609575088e-15
steel-plates-fault,controlled_mlp,0,PLE,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k32_embedding_rotated_m2,True,2.0426850865180036e-15,1.9438020829414633e-15,2.004047688809513e-15
steel-plates-fault,controlled_mlp,0,PLE,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k32_embedding_rotated_m3,True,4.188283806277839e-15,4.096972958467857e-15,4.0978409061419055e-15
steel-plates-fault,controlled_mlp,0,PLE,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k32_embedding_rotated_m4,True,6.600362454590365e-15,6.427048443716252e-15,6.466389857801476e-15
steel-plates-fault,controlled_mlp,0,PLE,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k32_embedding_rotated_m5,True,2.6965550599558197e-15,2.629749803623329e-15,2.630633972570416e-15
steel-plates-fault,controlled_mlp,0,PLE,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k32_embedding_rotated_m6,True,3.1572232457479382e-15,3.0774548328392495e-15,3.1060527351970645e-15
steel-plates-fault,controlled_mlp,0,PLE,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__ple_k32_embedding_rotated_m7,True,2.7566717814804816e-15,2.7038026940264097e-15,2.6859581466656647e-15
steel-plates-fault,controlled_mlp,0,RBF,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k4_embedding_rotated_m0,True,1.8097984199298764e-15,1.817862656354887e-15,1.8178434149573378e-15
steel-plates-fault,controlled_mlp,0,RBF,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k4_embedding_rotated_m1,True,2.4506756189498224e-15,2.4506997445082862e-15,2.4658249366376474e-15
steel-plates-fault,controlled_mlp,0,RBF,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k4_embedding_rotated_m2,True,2.5228836655574113e-15,2.537508818319806e-15,2.542389328820958e-15
steel-plates-fault,controlled_mlp,0,RBF,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k4_embedding_rotated_m3,True,1.717244452903796e-15,1.7227777909314473e-15,1.7224823706485244e-15
steel-plates-fault,controlled_mlp,0,RBF,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k4_embedding_rotated_m4,True,1.5190937189167085e-15,1.523244421058228e-15,1.5143360621126914e-15
steel-plates-fault,controlled_mlp,0,RBF,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k4_embedding_rotated_m5,True,2.356631306181733e-15,2.3588259349003973e-15,2.3752629565999844e-15
steel-plates-fault,controlled_mlp,0,RBF,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k4_embedding_rotated_m6,True,1.5431087457132596e-15,1.5657039994431118e-15,1.556486905065951e-15
steel-plates-fault,controlled_mlp,0,RBF,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k4_embedding_rotated_m7,True,1.5706023447869349e-15,1.591779787331312e-15,1.5722251632030715e-15
steel-plates-fault,controlled_mlp,0,RBF,4,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k4_embedding_rotated_m0,True,1.6017913261934025e-15,1.633292736406833e-15,1.6337986453233295e-15
steel-plates-fault,controlled_mlp,0,RBF,4,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k4_embedding_rotated_m1,True,1.6790450070380754e-15,1.7144227952154466e-15,1.70381565988729e-15
steel-plates-fault,controlled_mlp,0,RBF,4,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k4_embedding_rotated_m2,True,1.600360780790431e-15,1.620211333661956e-15,1.6117875142804214e-15
steel-plates-fault,controlled_mlp,0,RBF,4,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k4_embedding_rotated_m3,True,1.6703734066793191e-15,1.706321472911535e-15,1.6969884027131442e-15
steel-plates-fault,controlled_mlp,0,RBF,4,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k4_embedding_rotated_m4,True,1.4856144036554658e-15,1.499174684221018e-15,1.5043182930444736e-15
steel-plates-fault,controlled_mlp,0,RBF,4,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k4_embedding_rotated_m5,True,1.6628779255374974e-15,1.6930370898531245e-15,1.68698738908367e-15
steel-plates-fault,controlled_mlp,0,RBF,4,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k4_embedding_rotated_m6,True,1.6896641070207049e-15,1.7499812638968092e-15,1.7205042722480495e-15
steel-plates-fault,controlled_mlp,0,RBF,4,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k4_embedding_rotated_m7,True,1.574993108782023e-15,1.609573435489187e-15,1.6068831643693962e-15
steel-plates-fault,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m0,True,7.529241696681975e-16,7.560394867921434e-16,7.518613176169838e-16
steel-plates-fault,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m1,True,7.826582676599378e-16,7.891438005033891e-16,7.858696680951296e-16
steel-plates-fault,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m2,True,7.89796863204468e-16,7.545934020124878e-16,7.623455165459452e-16
steel-plates-fault,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m3,True,8.50846024639075e-16,8.566765023991486e-16,8.523909538819977e-16
steel-plates-fault,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m4,True,7.92715697923112e-16,7.7847598104908365e-16,7.932082981556028e-16
steel-plates-fault,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m5,True,8.717485204556213e-16,8.772712084386794e-16,8.807398602080899e-16
steel-plates-fault,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m6,True,8.71579582376663e-16,8.670310480693152e-16,8.779140874607283e-16
steel-plates-fault,controlled_mlp,0,RBF,8,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k8_embedding_rotated_m7,True,9.273060735755387e-16,9.270131605400752e-16,9.3338706002943e-16
steel-plates-fault,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m0,True,1.0998878597375767e-15,1.1051931617487363e-15,1.1179455804843314e-15
steel-plates-fault,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m1,True,1.15390662280805e-15,1.166415027745076e-15,1.1825837219465765e-15
steel-plates-fault,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m2,True,1.1049299942701906e-15,1.0359544212855636e-15,1.06837664774896e-15
steel-plates-fault,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m3,True,1.2143165910702655e-15,1.2194899706665936e-15,1.2392775392645007e-15
steel-plates-fault,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m4,True,1.1408574800190599e-15,1.1132781501283034e-15,1.1616517285083793e-15
steel-plates-fault,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m5,True,1.2478482365821995e-15,1.2549328294603008e-15,1.2867852987605605e-15
steel-plates-fault,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m6,True,1.293604998393485e-15,1.2860027181236907e-15,1.3284969597726853e-15
steel-plates-fault,controlled_mlp,0,RBF,8,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k8_embedding_rotated_m7,True,1.3440880303996928e-15,1.3470430139676153e-15,1.3844609692438327e-15
steel-plates-fault,controlled_mlp,0,RBF,16,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k16_embedding_rotated_m0,True,1.5286369735776766e-15,1.5550870031189595e-15,1.54942815640197e-15
steel-plates-fault,controlled_mlp,0,RBF,16,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k16_embedding_rotated_m1,True,8.730640026985822e-16,8.911371245944256e-16,8.869068269412374e-16
steel-plates-fault,controlled_mlp,0,RBF,16,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k16_embedding_rotated_m2,True,1.4614523275276037e-15,1.5087205398784433e-15,1.490387324320409e-15
steel-plates-fault,controlled_mlp,0,RBF,16,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k16_embedding_rotated_m3,True,1.3544193954443172e-15,1.4289101292042328e-15,1.3915053026461604e-15
steel-plates-fault,controlled_mlp,0,RBF,16,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k16_embedding_rotated_m4,True,1.5021705208518515e-15,1.5218952272935981e-15,1.5219451273581051e-15
steel-plates-fault,controlled_mlp,0,RBF,16,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k16_embedding_rotated_m5,True,1.1635314221335468e-15,1.1674802418663502e-15,1.17166799214386e-15
steel-plates-fault,controlled_mlp,0,RBF,16,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k16_embedding_rotated_m6,True,1.0108470582770475e-15,1.0347971717306988e-15,1.0295090764323996e-15
steel-plates-fault,controlled_mlp,0,RBF,16,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k16_embedding_rotated_m7,True,1.1173661457776622e-15,1.137770047780262e-15,1.1413725261843786e-15
steel-plates-fault,controlled_mlp,0,RBF,16,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k16_embedding_rotated_m0,True,1.8159687577079903e-15,1.8627689425024177e-15,1.8612944957441525e-15
steel-plates-fault,controlled_mlp,0,RBF,16,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k16_embedding_rotated_m1,True,1.0136046348400862e-15,1.048087524709001e-15,1.0437693429079591e-15
steel-plates-fault,controlled_mlp,0,RBF,16,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k16_embedding_rotated_m2,True,1.6949598002472062e-15,1.7684241261759722e-15,1.7468672296736171e-15
steel-plates-fault,controlled_mlp,0,RBF,16,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k16_embedding_rotated_m3,True,1.3042096673133328e-15,1.3574829651616614e-15,1.3431671660776035e-15
steel-plates-fault,controlled_mlp,0,RBF,16,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k16_embedding_rotated_m4,True,1.796273706817758e-15,1.8382677538597917e-15,1.8410925873849817e-15
steel-plates-fault,controlled_mlp,0,RBF,16,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k16_embedding_rotated_m5,True,1.389090698441908e-15,1.409010010693611e-15,1.4155052699214607e-15
steel-plates-fault,controlled_mlp,0,RBF,16,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k16_embedding_rotated_m6,True,1.1696387557811003e-15,1.2131908345368932e-15,1.2070541947675294e-15
steel-plates-fault,controlled_mlp,0,RBF,16,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k16_embedding_rotated_m7,True,1.1857019054907667e-15,1.2147984752760873e-15,1.221992818787357e-15
steel-plates-fault,controlled_mlp,0,RBF,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k32_embedding_rotated_m0,True,1.6345992371770902e-15,1.5133733447314455e-15,1.8048254832882856e-15
steel-plates-fault,controlled_mlp,0,RBF,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k32_embedding_rotated_m1,True,1.3747740498116939e-15,1.3874855088091348e-15,1.4461284883191825e-15
steel-plates-fault,controlled_mlp,0,RBF,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k32_embedding_rotated_m2,True,1.4948665815261033e-15,1.4489850425103867e-15,1.6071537351514875e-15
steel-plates-fault,controlled_mlp,0,RBF,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k32_embedding_rotated_m3,True,1.271266186357913e-15,1.2770924737144912e-15,1.3234377705561817e-15
steel-plates-fault,controlled_mlp,0,RBF,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k32_embedding_rotated_m4,True,1.4849605930688841e-15,1.4639876782101683e-15,1.5750792277533972e-15
steel-plates-fault,controlled_mlp,0,RBF,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k32_embedding_rotated_m5,True,1.5181517553384516e-15,1.4781228564636722e-15,1.6433680600669426e-15
steel-plates-fault,controlled_mlp,0,RBF,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k32_embedding_rotated_m6,True,1.3408225491736488e-15,1.3124736443421071e-15,1.420668433827779e-15
steel-plates-fault,controlled_mlp,0,RBF,32,Gram-after-embedding,gram_anchor__pivot_tie_v2__rbf_k32_embedding_rotated_m7,True,1.258495070129348e-15,1.2483583630963425e-15,1.3106884895264976e-15
steel-plates-fault,controlled_mlp,0,RBF,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k32_embedding_rotated_m0,True,1.5110959882854666e-15,1.3986480993268643e-15,1.6530939354172683e-15
steel-plates-fault,controlled_mlp,0,RBF,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k32_embedding_rotated_m1,True,1.3022582687908586e-15,1.3044395157275988e-15,1.3606283393604844e-15
steel-plates-fault,controlled_mlp,0,RBF,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k32_embedding_rotated_m2,True,1.3949991107526831e-15,1.3466494868379528e-15,1.4878293579697567e-15
steel-plates-fault,controlled_mlp,0,RBF,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k32_embedding_rotated_m3,True,1.1934751316835482e-15,1.1961165911920793e-15,1.2398697906684855e-15
steel-plates-fault,controlled_mlp,0,RBF,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k32_embedding_rotated_m4,True,1.3716055416388745e-15,1.3500629883938616e-15,1.4498801464086934e-15
steel-plates-fault,controlled_mlp,0,RBF,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k32_embedding_rotated_m5,True,1.409036974300983e-15,1.3728512495576782e-15,1.51859125215391e-15
steel-plates-fault,controlled_mlp,0,RBF,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k32_embedding_rotated_m6,True,1.2638950782607386e-15,1.2361547295795795e-15,1.331844966825138e-15
steel-plates-fault,controlled_mlp,0,RBF,32,RankAdaptiveGram-after-embedding,rank_adaptive_gram__rbf_k32_embedding_rotated_m7,True,1.1801194409489254e-15,1.1679433916070836e-15,1.225402790988897e-15
california_housing,controlled_mlp,0,PLE,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k4_embedding_rotated_m0,True,8.225141493556554e-16,8.54197986438097e-16,8.635446091662281e-16
california_housing,controlled_mlp,0,PLE,4,Gram-after-embedding,gram_anchor__pivot_tie_v2__ple_k4_embedding_rotated_m1,True,8.88596248398488e-16,9.088888960796244e-16,9.107827556209999e-16
