task,seed,model,k,loss,method,metric,metric_name,score,test_max_simplex_error,test_minimum_weight,test_objective_nonincrease_fraction,test_optimized_objective,test_uniform_objective,validation_loss,validation_max_simplex_error,validation_minimum_weight,validation_objective_nonincrease_fraction,validation_optimized_objective,validation_uniform_objective,model_score,model_metric,score_gain_vs_model,rmse_change_vs_model
S1_rotating,20261004,ModernNCA,64.0,0.2753503372225328,aggregate_exact,0.2753503372225328,standardized_rmse,-0.2753503372225328,1.6391277313232422e-07,0.0,1.0,0.0013230346667114645,0.0022182773682288826,0.2830426356277693,1.7881393432617188e-07,0.0,1.0,0.0013034029689151794,0.0021492510568350554,-0.2747307592747345,0.2747307592747345,-0.0006195779477983221,0.0006195779477983221
S1_rotating,20261004,ModernNCA,64.0,0.27585652677795136,aggregate_estimated,0.27585652677795136,standardized_rmse,-0.27585652677795136,2.086162567138672e-07,0.0,1.0,0.0020250956586096436,0.002972211397718638,0.2856555546045501,2.2351741790771484e-07,0.0,1.0,0.0021185935474932194,0.0031097325845621526,-0.2747307592747345,0.2747307592747345,-0.0011257675032168568,0.0011257675032168568
S1_rotating,20261004,ModernNCA,,0.3098334039502148,direct_estimated_proxy,0.3098334039502148,standardized_rmse,-0.3098334039502148,,,,,,,,,,,,-0.2747307592747345,0.2747307592747345,-0.0351026446754803,0.0351026446754803
S1_rotating,20261005,ModernNCA,,0.2772170427853004,distance_model,0.2772170427853004,standardized_rmse,-0.2772170427853004,,,,,,,,,,,,-0.2772170427853004,0.2772170427853004,0.0,0.0
S1_rotating,20261005,ModernNCA,64.0,0.2713556763882434,aggregate_exact,0.2713556763882434,standardized_rmse,-0.2713556763882434,1.341104507446289e-07,0.0,1.0,0.001356564520392567,0.0023862688103690743,0.2821506989439809,1.7881393432617188e-07,0.0,1.0,0.001320220617344603,0.0024236856843344867,-0.2772170427853004,0.2772170427853004,0.005861366397056977,-0.005861366397056977
S1_rotating,20261005,ModernNCA,64.0,0.2725163838711075,aggregate_estimated,0.2725163838711075,standardized_rmse,-0.2725163838711075,1.7881393432617188e-07,0.0,1.0,0.0021429061889648438,0.0035271618398837745,0.2842620462585901,1.7881393432617188e-07,0.0,1.0,0.0021122220205143094,0.003358859452418983,-0.2772170427853004,0.2772170427853004,0.004700658914192912,-0.004700658914192912
S1_rotating,20261005,ModernNCA,,0.32322486571623865,direct_estimated_proxy,0.32322486571623865,standardized_rmse,-0.32322486571623865,,,,,,,,,,,,-0.2772170427853004,0.2772170427853004,-0.04600782293093825,0.04600782293093825
S1_rotating,20261006,ModernNCA,,0.3043616769435929,distance_model,0.3043616769435929,standardized_rmse,-0.3043616769435929,,,,,,,,,,,,-0.3043616769435929,0.3043616769435929,0.0,0.0
S1_rotating,20261006,ModernNCA,64.0,0.3007489398963959,aggregate_exact,0.3007489398963959,standardized_rmse,-0.3007489398963959,2.086162567138672e-07,0.0,1.0,0.001400683308020234,0.0028144202078692615,0.2810221511176171,2.086162567138672e-07,0.0,1.0,0.001339280919637531,0.0025133133167400956,-0.3043616769435929,0.3043616769435929,0.003612737047197001,-0.003612737047197001
S1_rotating,20261006,ModernNCA,64.0,0.30060366525951027,aggregate_estimated,0.30060366525951027,standardized_rmse,-0.30060366525951027,2.086162567138672e-07,0.0,1.0,0.0022692421916872263,0.0038203278672881424,0.2827703963642714,1.4901161193847656e-07,0.0,1.0,0.0022699754335917532,0.0036488714977167547,-0.3043616769435929,0.3043616769435929,0.0037580116840826294,-0.0037580116840826294
S1_rotating,20261006,ModernNCA,,0.3397988835222519,direct_estimated_proxy,0.3397988835222519,standardized_rmse,-0.3397988835222519,,,,,,,,,,,,-0.3043616769435929,0.3043616769435929,-0.03543720657865901,0.03543720657865901
S1_rotating,20261007,ModernNCA,,0.269815789267593,distance_model,0.269815789267593,standardized_rmse,-0.269815789267593,,,,,,,,,,,,-0.269815789267593,0.269815789267593,0.0,0.0
S1_rotating,20261007,ModernNCA,64.0,0.2655234674027947,aggregate_exact,0.2655234674027947,standardized_rmse,-0.2655234674027947,1.9371509552001953e-07,0.0,1.0,0.0012937035353388637,0.0020370177808217704,0.2820562320164648,2.2351741790771484e-07,0.0,1.0,0.0013002889172639698,0.002223692077677697,-0.269815789267593,0.269815789267593,0.004292321864798276,-0.004292321864798276
S1_rotating,20261007,ModernNCA,64.0,0.2693252792824423,aggregate_estimated,0.2693252792824423,standardized_rmse,-0.2693252792824423,1.4901161193847656e-07,0.0,1.0,0.0021838343818672,0.003167618648149073,0.28221785692734896,1.7881393432617188e-07,0.0,1.0,0.002171096275560558,0.0031538716866634786,-0.269815789267593,0.269815789267593,0.0004905099851506556,-0.0004905099851506556
S1_rotating,20261007,ModernNCA,,0.3122586054977709,direct_estimated_proxy,0.3122586054977709,standardized_rmse,-0.3122586054977709,,,,,,,,,,,,-0.269815789267593,0.269815789267593,-0.04244281623017793,0.04244281623017793
S1_rotating,20261008,ModernNCA,,0.2716587022033031,distance_model,0.2716587022033031,standardized_rmse,-0.2716587022033031,,,,,,,,,,,,-0.2716587022033031,0.2716587022033031,0.0,0.0
S1_rotating,20261008,ModernNCA,64.0,0.26924228293482916,aggregate_exact,0.26924228293482916,standardized_rmse,-0.26924228293482916,1.6391277313232422e-07,0.0,1.0,0.001253709284355864,0.0021784593700431287,0.28374833070508987,1.9371509552001953e-07,0.0,1.0,0.0012832596257794648,0.002238775370642543,-0.2716587022033031,0.2716587022033031,0.0024164192684739683,-0.0024164192684739683
S1_rotating,20261008,ModernNCA,64.0,0.2722796628553915,aggregate_estimated,0.2722796628553915,standardized_rmse,-0.2722796628553915,1.7881393432617188e-07,0.0,1.0,0.0023514649947173893,0.0037896987050771713,0.2877428729333037,2.086162567138672e-07,0.0,1.0,0.0023616867838427424,0.003794807940721512,-0.2716587022033031,0.2716587022033031,-0.000620960652088387,0.000620960652088387
S1_rotating,20261008,ModernNCA,,0.3132843844234121,direct_estimated_proxy,0.3132843844234121,standardized_rmse,-0.3132843844234121,,,,,,,,,,,,-0.2716587022033031,0.2716587022033031,-0.041625682220108984,0.041625682220108984
S1_rotating,20261001,TabR,,0.28484895560657764,distance_model,0.28484895560657764,standardized_rmse,-0.28484895560657764,,,,,,,,,,,,-0.28484895560657764,0.28484895560657764,0.0,0.0
S1_rotating,20261001,TabR,64.0,0.27726950493646146,aggregate_exact,0.27726950493646146,standardized_rmse,-0.27726950493646146,1.7881393432617188e-07,0.0,1.0,0.0013226025039330125,0.0029553239000961185,0.28039354424328794,2.086162567138672e-07,0.0,1.0,0.0013589973095804453,0.003244160150643438,-0.28484895560657764,0.28484895560657764,0.007579450670116172,-0.007579450670116172
S1_rotating,20261001,TabR,64.0,0.2806228199383136,aggregate_estimated,0.2806228199383136,standardized_rmse,-0.2806228199383136,1.6391277313232422e-07,0.0,1.0,0.0023802463547326624,0.004267233773134649,0.2851653844746032,2.384185791015625e-07,0.0,1.0,0.0026227209018543363,0.004649889771826565,-0.28484895560657764,0.28484895560657764,0.004226135668264019,-0.004226135668264019
S1_rotating,20261001,TabR,,0.3188594482716346,direct_estimated_proxy,0.3188594482716346,standardized_rmse,-0.3188594482716346,,,,,,,,,,,,-0.28484895560657764,0.28484895560657764,-0.03401049266505696,0.03401049266505696
S1_rotating,20261002,TabR,,0.28760033672437213,distance_model,0.28760033672437213,standardized_rmse,-0.28760033672437213,,,,,,,,,,,,-0.28760033672437213,0.28760033672437213,0.0,0.0
S1_rotating,20261002,TabR,64.0,0.27570408283640796,aggregate_exact,0.27570408283640796,standardized_rmse,-0.27570408283640796,1.9371509552001953e-07,0.0,1.0,0.0013110123691149056,0.002837695530615747,0.2866547581512752,1.9371509552001953e-07,0.0,1.0,0.0013741861621383578,0.003032909648027271,-0.28760033672437213,0.28760033672437213,0.01189625388796417,-0.01189625388796417
S1_rotating,20261002,TabR,64.0,0.27728716828575134,aggregate_estimated,0.27728716828575134,standardized_rmse,-0.27728716828575134,1.341104507446289e-07,0.0,1.0,0.0021982110338285565,0.003548799781128764,0.2876821193766272,1.7881393432617188e-07,0.0,1.0,0.0022791242226958275,0.0036955816904082894,-0.28760033672437213,0.28760033672437213,0.01031316843862079,-0.01031316843862079
S1_rotating,20261002,TabR,,0.32453968774425107,direct_estimated_proxy,0.32453968774425107,standardized_rmse,-0.32453968774425107,,,,,,,,,,,,-0.28760033672437213,0.28760033672437213,-0.03693935101987894,0.03693935101987894
S1_rotating,20261003,TabR,,0.3071758530890336,distance_model,0.3071758530890336,standardized_rmse,-0.3071758530890336,,,,,,,,,,,,-0.3071758530890336,0.3071758530890336,0.0,0.0
S1_rotating,20261003,TabR,64.0,0.303843631102183,aggregate_exact,0.303843631102183,standardized_rmse,-0.303843631102183,2.086162567138672e-07,0.0,1.0,0.0013621615944430232,0.0030279411585070193,0.2724928888676588,2.384185791015625e-07,0.0,1.0,0.0013985922560095787,0.0033463105210103095,-0.3071758530890336,0.3071758530890336,0.0033322219868506253,-0.0033322219868506253
S1_rotating,20261003,TabR,64.0,0.30607638733261766,aggregate_estimated,0.30607638733261766,standardized_rmse,-0.30607638733261766,1.4901161193847656e-07,0.0,1.0,0.0021591339609585702,0.0036856081569567323,0.27533418422415623,1.341104507446289e-07,0.0,1.0,0.0022243643179535866,0.0038614546647295356,-0.3071758530890336,0.3071758530890336,0.0010994657564159516,-0.0010994657564159516
S1_rotating,20261003,TabR,,0.34408389525261385,direct_estimated_proxy,0.34408389525261385,standardized_rmse,-0.34408389525261385,,,,,,,,,,,,-0.3071758530890336,0.3071758530890336,-0.036908042163580235,0.036908042163580235
S1_rotating,20261004,TabR,,0.29208989710511646,distance_model,0.29208989710511646,standardized_rmse,-0.29208989710511646,,,,,,,,,,,,-0.29208989710511646,0.29208989710511646,0.0,0.0
S1_rotating,20261004,TabR,64.0,0.27467744928688254,aggregate_exact,0.27467744928688254,standardized_rmse,-0.27467744928688254,1.4901161193847656e-07,0.0,1.0,0.0013941676588729024,0.0034127332037314773,0.2823799345785261,1.4901161193847656e-07,0.0,1.0,0.0013702316209673882,0.0031835288391448557,-0.29208989710511646,0.29208989710511646,0.017412447818233923,-0.017412447818233923
S1_rotating,20261004,TabR,64.0,0.27606186050476694,aggregate_estimated,0.27606186050476694,standardized_rmse,-0.27606186050476694,1.6391277313232422e-07,0.0,1.0,0.002068634406896308,0.003392394515685737,0.28509907949998936,1.7881393432617188e-07,0.0,1.0,0.0021572922123596072,0.0035795228322967887,-0.29208989710511646,0.29208989710511646,0.016028036600349516,-0.016028036600349516
S1_rotating,20261004,TabR,,0.3098334039502148,direct_estimated_proxy,0.3098334039502148,standardized_rmse,-0.3098334039502148,,,,,,,,,,,,-0.29208989710511646,0.29208989710511646,-0.017743506845098345,0.017743506845098345
S1_rotating,20261005,TabR,,0.27627727705145605,distance_model,0.27627727705145605,standardized_rmse,-0.27627727705145605,,,,,,,,,,,,-0.27627727705145605,0.27627727705145605,0.0,0.0
S1_rotating,20261005,TabR,64.0,0.2725800413083739,aggregate_exact,0.2725800413083739,standardized_rmse,-0.2725800413083739,1.6391277313232422e-07,0.0,1.0,0.001369370991596952,0.0024438623222522438,0.28214167474415397,2.086162567138672e-07,0.0,1.0,0.0013342113234102726,0.002508436271455139,-0.27627727705145605,0.27627727705145605,0.0036972357430821723,-0.0036972357430821723
S1_rotating,20261005,TabR,32.0,0.2743318543748717,aggregate_estimated,0.2743318543748717,standardized_rmse,-0.2743318543748717,1.1920928955078125e-07,0.0,1.0,0.0038939129444770515,0.004398393561132252,0.2842971493171839,1.1920928955078125e-07,0.0,1.0,0.0038724735495634377,0.004400463774800301,-0.27627727705145605,0.27627727705145605,0.001945422676584374,-0.001945422676584374
S1_rotating,20261005,TabR,,0.32322486571623865,direct_estimated_proxy,0.32322486571623865,standardized_rmse,-0.32322486571623865,,,,,,,,,,,,-0.27627727705145605,0.27627727705145605,-0.0469475886647826,0.0469475886647826
S1_rotating,20261006,TabR,,0.31056995258941766,distance_model,0.31056995258941766,standardized_rmse,-0.31056995258941766,,,,,,,,,,,,-0.31056995258941766,0.31056995258941766,0.0,0.0
S1_rotating,20261006,TabR,64.0,0.3009145472821769,aggregate_exact,0.3009145472821769,standardized_rmse,-0.3009145472821769,2.086162567138672e-07,0.0,1.0,0.0014106126327533275,0.0029651931836269796,0.2821053625195652,1.9371509552001953e-07,0.0,1.0,0.001364157476928085,0.002883978479076177,-0.31056995258941766,0.31056995258941766,0.009655405307240739,-0.009655405307240739
S1_rotating,20261006,TabR,64.0,0.30122176314586335,aggregate_estimated,0.30122176314586335,standardized_rmse,-0.30122176314586335,1.4901161193847656e-07,0.0,1.0,0.002233248553238809,0.0037535541923716664,0.2837862556139762,2.384185791015625e-07,0.0,1.0,0.0022535910247825086,0.0037980174529366195,-0.31056995258941766,0.31056995258941766,0.009348189443554311,-0.009348189443554311
S1_rotating,20261006,TabR,,0.3397988835222519,direct_estimated_proxy,0.3397988835222519,standardized_rmse,-0.3397988835222519,,,,,,,,,,,,-0.31056995258941766,0.31056995258941766,-0.02922893093283424,0.02922893093283424
S1_rotating,20261007,TabR,,0.2705528370096302,distance_model,0.2705528370096302,standardized_rmse,-0.2705528370096302,,,,,,,,,,,,-0.2705528370096302,0.2705528370096302,0.0,0.0
S1_rotating,20261007,TabR,32.0,0.2662493244898312,aggregate_exact,0.2662493244898312,standardized_rmse,-0.2662493244898312,1.1920928955078125e-07,0.0,1.0,0.002552330319304019,0.0032252224045805633,0.2808453816274138,1.1920928955078125e-07,0.0,1.0,0.0025679891696199775,0.003271249122917652,-0.2705528370096302,0.2705528370096302,0.004303512519798991,-0.004303512519798991
S1_rotating,20261007,TabR,32.0,0.2696237549687826,aggregate_estimated,0.2696237549687826,standardized_rmse,-0.2696237549687826,1.1920928955078125e-07,0.0,1.0,0.004101454978808761,0.004682954866439104,0.2813255704064515,1.1920928955078125e-07,0.0,1.0,0.004072797542903572,0.004647670779377222,-0.2705528370096302,0.2705528370096302,0.0009290820408475731,-0.0009290820408475731
S1_rotating,20261007,TabR,,0.3122586054977709,direct_estimated_proxy,0.3122586054977709,standardized_rmse,-0.3122586054977709,,,,,,,,,,,,-0.2705528370096302,0.2705528370096302,-0.041705768488140726,0.041705768488140726
S1_rotating,20261008,TabR,,0.2765552166980009,distance_model,0.2765552166980009,standardized_rmse,-0.2765552166980009,,,,,,,,,,,,-0.2765552166980009,0.2765552166980009,0.0,0.0
S1_rotating,20261008,TabR,64.0,0.2683195067606582,aggregate_exact,0.2683195067606582,standardized_rmse,-0.2683195067606582,1.4901161193847656e-07,0.0,1.0,0.0013136622728779912,0.0025987543631345034,0.2830586886482897,1.341104507446289e-07,0.0,1.0,0.0013576062046922743,0.0029010295984335244,-0.2765552166980009,0.2765552166980009,0.008235709937342739,-0.008235709937342739
S1_rotating,20261008,TabR,64.0,0.272127954112303,aggregate_estimated,0.272127954112303,standardized_rmse,-0.272127954112303,1.9371509552001953e-07,0.0,1.0,0.0023716468131169677,0.0038489894359372556,0.28633664311020746,2.086162567138672e-07,0.0,1.0,0.002341757295653224,0.003940128837712109,-0.2765552166980009,0.2765552166980009,0.004427262585697922,-0.004427262585697922
S1_rotating,20261008,TabR,,0.3132843844234121,direct_estimated_proxy,0.3132843844234121,standardized_rmse,-0.3132843844234121,,,,,,,,,,,,-0.2765552166980009,0.2765552166980009,-0.03672916772541118,0.03672916772541118
S2_global,20261001,ModernNCA,,0.21866542937373903,distance_model,0.21866542937373903,standardized_rmse,-0.21866542937373903,,,,,,,,,,,,-0.21866542937373903,0.21866542937373903,0.0,0.0
S2_global,20261001,ModernNCA,32.0,0.21849298911781773,aggregate_exact,0.21849298911781773,standardized_rmse,-0.21849298911781773,1.1920928955078125e-07,0.00013481592759490013,1.0,0.001605114754056558,0.0017250054224859923,0.22303819172020492,1.1920928955078125e-07,0.0009324494749307632,1.0,0.0016153886681422591,0.0017601201252546161,-0.21866542937373903,0.21866542937373903,0.00017244025592130785,-0.00017244025592130785
S2_global,20261001,ModernNCA,32.0,0.21921957167351996,aggregate_estimated,0.21921957167351996,standardized_rmse,-0.21921957167351996,1.1920928955078125e-07,0.0,1.0,0.003411692625377327,0.004598588566295803,0.22346779740736994,1.1920928955078125e-07,0.0,1.0,0.003553855582140386,0.004849703749641776,-0.21866542937373903,0.21866542937373903,-0.0005541422997809298,0.0005541422997809298
S2_global,20261001,ModernNCA,,0.260914338847958,direct_estimated_proxy,0.260914338847958,standardized_rmse,-0.260914338847958,,,,,,,,,,,,-0.21866542937373903,0.21866542937373903,-0.04224890947421897,0.04224890947421897
S2_global,20261002,ModernNCA,,0.2216508820395883,distance_model,0.2216508820395883,standardized_rmse,-0.2216508820395883,,,,,,,,,,,,-0.2216508820395883,0.2216508820395883,0.0,0.0
S2_global,20261002,ModernNCA,64.0,0.219706022829908,aggregate_exact,0.219706022829908,standardized_rmse,-0.219706022829908,1.341104507446289e-07,0.0,1.0,0.0008738864707993343,0.0013438746682368219,0.22372553976703985,1.341104507446289e-07,0.0,1.0,0.0008568510675104335,0.0012775602808687836,-0.2216508820395883,0.2216508820395883,0.0019448592096802941,-0.0019448592096802941
S2_global,20261002,ModernNCA,64.0,0.2211923839315366,aggregate_estimated,0.2211923839315366,standardized_rmse,-0.2211923839315366,2.2351741790771484e-07,0.0,1.0,0.0018022626463789493,0.0030241227941587567,0.22596165138958502,2.086162567138672e-07,0.0,1.0,0.002021258376771584,0.003681172733195126,-0.2216508820395883,0.2216508820395883,0.0004584981080517081,-0.0004584981080517081
S2_global,20261002,ModernNCA,,0.2925587794720487,direct_estimated_proxy,0.2925587794720487,standardized_rmse,-0.2925587794720487,,,,,,,,,,,,-0.2216508820395883,0.2216508820395883,-0.07090789743246043,0.07090789743246043
S2_global,20261003,ModernNCA,,0.23111798613470022,distance_model,0.23111798613470022,standardized_rmse,-0.23111798613470022,,,,,,,,,,,,-0.23111798613470022,0.23111798613470022,0.0,0.0
S2_global,20261003,ModernNCA,64.0,0.23104668052984204,aggregate_exact,0.23104668052984204,standardized_rmse,-0.23104668052984204,1.1920928955078125e-07,0.0,1.0,0.0008770589774940163,0.0013297873956616968,0.21245177416304128,1.4901161193847656e-07,0.0,1.0,0.0008794354798737913,0.001338044210569933,-0.23111798613470022,0.23111798613470022,7.130560485818505e-05,-7.130560485818505e-05
S2_global,20261003,ModernNCA,64.0,0.23337458967871044,aggregate_estimated,0.23337458967871044,standardized_rmse,-0.23337458967871044,1.6391277313232422e-07,0.0,1.0,0.002139845921192318,0.004585597547702491,0.21387245386060502,1.7881393432617188e-07,0.0,1.0,0.002120477962307632,0.004500321461819112,-0.23111798613470022,0.23111798613470022,-0.0022566035440102217,0.0022566035440102217
S2_global,20261003,ModernNCA,,0.27972015399479333,direct_estimated_proxy,0.27972015399479333,standardized_rmse,-0.27972015399479333,,,,,,,,,,,,-0.23111798613470022,0.23111798613470022,-0.04860216786009311,0.04860216786009311
S2_global,20261004,ModernNCA,,0.21693819106329654,distance_model,0.21693819106329654,standardized_rmse,-0.21693819106329654,,,,,,,,,,,,-0.21693819106329654,0.21693819106329654,0.0,0.0
S2_global,20261004,ModernNCA,64.0,0.21495980499122647,aggregate_exact,0.21495980499122647,standardized_rmse,-0.21495980499122647,2.086162567138672e-07,0.0,1.0,0.0008194154361262918,0.0011376810143701732,0.2219376185802152,1.7881393432617188e-07,0.0,1.0,0.0008192284585675225,0.0011315773299429566,-0.21693819106329654,0.21693819106329654,0.0019783860720700708,-0.0019783860720700708
S2_global,20261004,ModernNCA,64.0,0.2172874253313204,aggregate_estimated,0.2172874253313204,standardized_rmse,-0.2172874253313204,1.6391277313232422e-07,0.0,1.0,0.0018361734983045608,0.0036386357387527823,0.22371156042171597,1.4901161193847656e-07,0.0,1.0,0.001815807307139039,0.003436548402532935,-0.21693819106329654,0.21693819106329654,-0.00034923426802385693,0.00034923426802385693
S2_global,20261004,ModernNCA,,0.27699581354537883,direct_estimated_proxy,0.27699581354537883,standardized_rmse,-0.27699581354537883,,,,,,,,,,,,-0.21693819106329654,0.21693819106329654,-0.060057622482082296,0.060057622482082296
S2_global,20261005,ModernNCA,,0.21420525685471994,distance_model,0.21420525685471994,standardized_rmse,-0.21420525685471994,,,,,,,,,,,,-0.21420525685471994,0.21420525685471994,0.0,0.0
S2_global,20261005,ModernNCA,64.0,0.21511069479650916,aggregate_exact,0.21511069479650916,standardized_rmse,-0.21511069479650916,1.341104507446289e-07,0.0,1.0,0.0008278829045593739,0.0011552156647667289,0.2228584021480842,1.4901161193847656e-07,0.0,1.0,0.0008483024867018685,0.001270737877348438,-0.21420525685471994,0.21420525685471994,-0.0009054379417892111,0.0009054379417892111
S2_global,20261005,ModernNCA,64.0,0.21539857773773072,aggregate_estimated,0.21539857773773072,standardized_rmse,-0.21539857773773072,1.7881393432617188e-07,0.0,1.0,0.0018529223161749542,0.0033576079295016825,0.22339281432902877,2.086162567138672e-07,0.0,1.0,0.0019492915598675609,0.0035852366709150374,-0.21420525685471994,0.21420525685471994,-0.0011933208830107733,0.0011933208830107733
S2_global,20261005,ModernNCA,,0.2618929165884724,direct_estimated_proxy,0.2618929165884724,standardized_rmse,-0.2618929165884724,,,,,,,,,,,,-0.21420525685471994,0.21420525685471994,-0.04768765973375247,0.04768765973375247
S2_global,20261006,ModernNCA,,0.2266384163945545,distance_model,0.2266384163945545,standardized_rmse,-0.2266384163945545,,,,,,,,,,,,-0.2266384163945545,0.2266384163945545,0.0,0.0
S2_global,20261006,ModernNCA,64.0,0.2269243060369153,aggregate_exact,0.2269243060369153,standardized_rmse,-0.2269243060369153,1.1920928955078125e-07,0.0,1.0,0.0008393536263611168,0.0011275039578322321,0.22588998638598407,1.341104507446289e-07,0.0,1.0,0.0008561070571886376,0.0011952057539019734,-0.2266384163945545,0.2266384163945545,-0.00028588964236078707,0.00028588964236078707
S2_global,20261006,ModernNCA,64.0,0.227808635062641,aggregate_estimated,0.227808635062641,standardized_rmse,-0.227808635062641,2.086162567138672e-07,0.0,1.0,0.001962346548680216,0.0037685162969864905,0.22809895200654345,1.9371509552001953e-07,0.0,1.0,0.002039135724771768,0.0040597571060061455,-0.2266384163945545,0.2266384163945545,-0.0011702186680865034,0.0011702186680865034
S2_global,20261006,ModernNCA,,0.27323161131664575,direct_estimated_proxy,0.27323161131664575,standardized_rmse,-0.27323161131664575,,,,,,,,,,,,-0.2266384163945545,0.2266384163945545,-0.04659319492209124,0.04659319492209124
S2_global,20261007,ModernNCA,,0.2215216297709321,distance_model,0.2215216297709321,standardized_rmse,-0.2215216297709321,,,,,,,,,,,,-0.2215216297709321,0.2215216297709321,0.0,0.0
S2_global,20261007,ModernNCA,64.0,0.2182446408360826,aggregate_exact,0.2182446408360826,standardized_rmse,-0.2182446408360826,1.4901161193847656e-07,0.0,1.0,0.0008451514149783179,0.0013480941997841,0.22414782625380125,1.9371509552001953e-07,0.0,1.0,0.0008560159330954775,0.0013966959959361702,-0.2215216297709321,0.2215216297709321,0.003276988934849484,-0.003276988934849484
S2_global,20261007,ModernNCA,64.0,0.21999209145286386,aggregate_estimated,0.21999209145286386,standardized_rmse,-0.21999209145286386,1.6391277313232422e-07,0.0,1.0,0.0019191577448509634,0.004238930414430797,0.22685662747249108,1.4901161193847656e-07,0.0,1.0,0.001980143308173865,0.004403324448503554,-0.2215216297709321,0.2215216297709321,0.0015295383180682354,-0.0015295383180682354
S2_global,20261007,ModernNCA,,0.2628219890208461,direct_estimated_proxy,0.2628219890208461,standardized_rmse,-0.2628219890208461,,,,,,,,,,,,-0.2215216297709321,0.2215216297709321,-0.04130035924991399,0.04130035924991399
