panel,dataset,method,selection_agreement,validation_quotient_regret,selected_quotient_test_loss,selected_realized_test_loss
menu_repeat,credit_card_default,lhs_cross32,1.0,0.0,0.272331995863838,0.27234598605355315
menu_repeat,credit_card_default,seed_cross32,1.0,0.0,0.272331995863838,0.27234706288577815
menu_repeat,credit_card_default,sobol_cross32,1.0,0.0,0.272331995863838,0.2723319903256594
menu_repeat,credit_card_default,srswor_cross32,1.0,0.0,0.272331995863838,0.27234450048066317
menu_repeat,credit_card_default,strength1_cross32,1.0,0.0,0.272331995863838,0.272348071521161
menu_repeat,credit_card_fraud,lhs_cross32,1.0,0.0,0.00256727473568877,0.002567274735695345
menu_repeat,credit_card_fraud,seed_cross32,1.0,0.0,0.00256727473568877,0.0025672747357887568
menu_repeat,credit_card_fraud,sobol_cross32,1.0,0.0,0.00256727473568877,0.00256727473568877
menu_repeat,credit_card_fraud,srswor_cross32,1.0,0.0,0.00256727473568877,0.0025672747357245087
menu_repeat,credit_card_fraud,strength1_cross32,1.0,0.0,0.00256727473568877,0.0025672747357090644
menu_repeat,heloc_credit_risk,lhs_cross32,1.0,0.0,0.3584046448714157,0.358448947012422
menu_repeat,heloc_credit_risk,seed_cross32,1.0,0.0,0.3584046448714157,0.3584516652842444
menu_repeat,heloc_credit_risk,sobol_cross32,1.0,0.0,0.3584046448714157,0.3584796244950464
menu_repeat,heloc_credit_risk,srswor_cross32,1.0,0.0,0.3584046448714157,0.35844025056198825
menu_repeat,heloc_credit_risk,strength1_cross32,1.0,0.0,0.3584046448714157,0.35845698913322105
menu_repeat,kdd17_stock_return,lhs_cross32,1.0,0.0,0.5606952462756983,0.5606952462756983
menu_repeat,kdd17_stock_return,seed_cross32,1.0,0.0,0.5606952462756983,0.5606952462756983
menu_repeat,kdd17_stock_return,sobol_cross32,1.0,0.0,0.5606952462756983,0.5606952462756983
menu_repeat,kdd17_stock_return,srswor_cross32,1.0,0.0,0.5606952462756983,0.5607629817546236
menu_repeat,kdd17_stock_return,strength1_cross32,1.0,0.0,0.5606952462756983,0.5606952462756983
menu_repeat,polish_bankruptcy_3year,lhs_cross32,0.9990234375,3.390388884617711e-07,0.046732442057422115,0.04673255513753962
menu_repeat,polish_bankruptcy_3year,seed_cross32,0.9306640625,2.407176108078575e-05,0.046944786622705584,0.046982059295927095
menu_repeat,polish_bankruptcy_3year,sobol_cross32,1.0,0.0,0.04672940856363235,0.04672940856363235
menu_repeat,polish_bankruptcy_3year,srswor_cross32,0.994140625,2.0342333307706267e-06,0.046747609526370935,0.046750917580187616
menu_repeat,polish_bankruptcy_3year,strength1_cross32,1.0,0.0,0.04672940856363235,0.04672940856363235
openml_external,openml-blood-transfusion-1464,lhs_cross32,1.0,0.0,0.3191275535340467,0.3191275535340467
openml_external,openml-blood-transfusion-1464,seed_cross32,1.0,0.0,0.3191275535340467,0.3191275535340467
openml_external,openml-blood-transfusion-1464,sobol_cross32,1.0,0.0,0.3191275535340467,0.3191275535340467
openml_external,openml-blood-transfusion-1464,srswor_cross32,1.0,0.0,0.3191275535340467,0.3191275535340467
openml_external,openml-blood-transfusion-1464,strength1_cross32,1.0,0.0,0.3191275535340467,0.3191275535340467
openml_external,openml-breast-w-15,lhs_cross32,0.9423828125,3.6638366560651276e-05,0.06070298485010919,0.060684347039685574
openml_external,openml-breast-w-15,seed_cross32,0.99609375,2.4839570549594085e-06,0.061222587396928846,0.061228888065018854
openml_external,openml-breast-w-15,sobol_cross32,0.9453125,3.477539876943172e-05,0.06073132680720845,0.06066776474894904
openml_external,openml-breast-w-15,srswor_cross32,0.978515625,1.3661763802276747e-05,0.06105253565433332,0.06105362590090921
openml_external,openml-breast-w-15,strength1_cross32,0.94140625,3.725935582439113e-05,0.06069353753107611,0.06069517150175716
openml_external,openml-ilpd-1480,lhs_cross32,0.99609375,5.128111730887206e-06,0.3425217367744067,0.3425271581420573
openml_external,openml-ilpd-1480,seed_cross32,0.9599609375,5.256314524159386e-05,0.3441854362719811,0.34416185617916817
openml_external,openml-ilpd-1480,sobol_cross32,1.0,0.0,0.3423418773692635,0.3423418773692635
openml_external,openml-ilpd-1480,srswor_cross32,0.9794921875,2.6922586587157832e-05,0.3432861392462652,0.3432851891717986
openml_external,openml-ilpd-1480,strength1_cross32,0.9931640625,8.97419552905261e-06,0.34265663132826407,0.3426658881079599
openml_external,openml-kc1-1067,lhs_cross32,1.0,0.0,0.23313242991755345,0.23316423008703915
openml_external,openml-kc1-1067,seed_cross32,1.0,0.0,0.23313242991755345,0.23314839522269296
openml_external,openml-kc1-1067,sobol_cross32,1.0,0.0,0.23313242991755345,0.23313720899226642
openml_external,openml-kc1-1067,srswor_cross32,1.0,0.0,0.23313242991755345,0.23315422736969613
openml_external,openml-kc1-1067,strength1_cross32,1.0,0.0,0.23313242991755345,0.23315786075443676
openml_external,openml-mammography-310,lhs_cross32,1.0,0.0,0.022872225217038744,0.022872225217038744
openml_external,openml-mammography-310,seed_cross32,1.0,0.0,0.022872225217038744,0.022872225217038744
openml_external,openml-mammography-310,sobol_cross32,1.0,0.0,0.022872225217038744,0.022872225217038744
openml_external,openml-mammography-310,srswor_cross32,1.0,0.0,0.022872225217038744,0.022872225217038744
openml_external,openml-mammography-310,strength1_cross32,1.0,0.0,0.022872225217038744,0.022872225217038744
openml_external,openml-pc4-1049,lhs_cross32,1.0,0.0,0.1483615648876026,0.14847804767793227
openml_external,openml-pc4-1049,seed_cross32,0.9990234375,2.4759951497913674e-06,0.1483467500869934,0.1484508323372136
openml_external,openml-pc4-1049,sobol_cross32,1.0,0.0,0.1483615648876026,0.1485722115764827
openml_external,openml-pc4-1049,srswor_cross32,1.0,0.0,0.1483615648876026,0.14851171753889036
openml_external,openml-pc4-1049,strength1_cross32,1.0,0.0,0.1483615648876026,0.14858361183022334
openml_external,openml-sonar-40,lhs_cross32,0.498046875,0.00029276896844866783,0.5264919074031431,0.5258522904360254
openml_external,openml-sonar-40,seed_cross32,0.5283203125,0.00027511169603250304,0.5326454764410037,0.5322748778622288
openml_external,openml-sonar-40,sobol_cross32,0.49609375,0.00029390814731422685,0.5260949029490877,0.5257170441826525
openml_external,openml-sonar-40,srswor_cross32,0.5625,0.0002551760658852202,0.5395930543869754,0.538735942587211
openml_external,openml-sonar-40,strength1_cross32,0.5,0.0002916297895831088,0.5268889118571987,0.5264900526372409
openml_external,openml-wdbc-1510,lhs_cross32,1.0,0.0,0.08285136046350088,0.08285136046350088
openml_external,openml-wdbc-1510,seed_cross32,1.0,0.0,0.08285136046350088,0.08285492354118698
openml_external,openml-wdbc-1510,sobol_cross32,1.0,0.0,0.08285136046350088,0.08285136046350088
openml_external,openml-wdbc-1510,srswor_cross32,1.0,0.0,0.08285136046350088,0.08285401660933489
openml_external,openml-wdbc-1510,strength1_cross32,1.0,0.0,0.08285136046350088,0.08285136046350088
openml_taskbalanced,openml-abalone-183,lhs_cross32,1.0,0.0,0.38730389580446345,0.3874248788069574
openml_taskbalanced,openml-abalone-183,seed_cross32,1.0,0.0,0.38730389580446345,0.38740667369367215
openml_taskbalanced,openml-abalone-183,sobol_cross32,1.0,0.0,0.38730389580446345,0.38738821237298965
openml_taskbalanced,openml-abalone-183,srswor_cross32,1.0,0.0,0.38730389580446345,0.3874228881389943
openml_taskbalanced,openml-abalone-183,strength1_cross32,1.0,0.0,0.38730389580446345,0.3874202791168735
openml_taskbalanced,openml-banknote-1462,lhs_cross32,1.0,0.0,0.014354677505912034,0.01436271495374923
openml_taskbalanced,openml-banknote-1462,seed_cross32,1.0,0.0,0.014354677505912034,0.014363035737519042
openml_taskbalanced,openml-banknote-1462,sobol_cross32,1.0,0.0,0.014354677505912034,0.014363220982268308
openml_taskbalanced,openml-banknote-1462,srswor_cross32,1.0,0.0,0.014354677505912034,0.014358886474216357
openml_taskbalanced,openml-banknote-1462,strength1_cross32,1.0,0.0,0.014354677505912034,0.014363181808679173
openml_taskbalanced,openml-credit-g-31,lhs_cross32,1.0,0.0,0.34323034723011114,0.34326133968255335
openml_taskbalanced,openml-credit-g-31,seed_cross32,0.935546875,0.0003552485741555125,0.3436180664560252,0.3439648770382277
openml_taskbalanced,openml-credit-g-31,sobol_cross32,0.998046875,1.0765108307742802e-05,0.3432420962975631,0.34329516818349265
openml_taskbalanced,openml-credit-g-31,srswor_cross32,0.9912109375,4.844298738484261e-05,0.34328321803364487,0.34339677534927004
openml_taskbalanced,openml-credit-g-31,strength1_cross32,0.9951171875,2.6912770769357006e-05,0.343259719898741,0.34330992592350607
openml_taskbalanced,openml-kin8nm-189,lhs_cross32,1.0,0.0,0.07546624309271797,0.07571104472004636
openml_taskbalanced,openml-kin8nm-189,seed_cross32,1.0,0.0,0.07546624309271797,0.07576856063262959
openml_taskbalanced,openml-kin8nm-189,sobol_cross32,1.0,0.0,0.07546624309271797,0.07586146189491771
openml_taskbalanced,openml-kin8nm-189,srswor_cross32,1.0,0.0,0.07546624309271797,0.07546624309271797
openml_taskbalanced,openml-kin8nm-189,strength1_cross32,1.0,0.0,0.07546624309271797,0.07573537165070189
openml_taskbalanced,openml-pol-201,lhs_cross32,1.0,0.0,0.004683229458674506,0.004723492076457126
openml_taskbalanced,openml-pol-201,seed_cross32,1.0,0.0,0.004683229458674506,0.004737224742095331
openml_taskbalanced,openml-pol-201,sobol_cross32,1.0,0.0,0.004683229458674506,0.0047558721923789335
openml_taskbalanced,openml-pol-201,srswor_cross32,1.0,0.0,0.004683229458674506,0.004683229458674506
openml_taskbalanced,openml-pol-201,strength1_cross32,1.0,0.0,0.004683229458674506,0.004738914668785046
openml_taskbalanced,openml-puma32h-308,lhs_cross32,1.0,0.0,0.12412627972591486,0.12658720468678408
openml_taskbalanced,openml-puma32h-308,seed_cross32,1.0,0.0,0.12412627972591486,0.12657362087475535
openml_taskbalanced,openml-puma32h-308,sobol_cross32,1.0,0.0,0.12412627972591486,0.12816434416138894
openml_taskbalanced,openml-puma32h-308,srswor_cross32,1.0,0.0,0.12412627972591486,0.12412627972591486
openml_taskbalanced,openml-puma32h-308,strength1_cross32,1.0,0.0,0.12412627972591486,0.12660146471811173
openml_taskbalanced,openml-qsar-biodeg-1494,lhs_cross32,0.7578125,0.0005893535742208143,0.16608926250553666,0.16483121344367227
openml_taskbalanced,openml-qsar-biodeg-1494,seed_cross32,0.7626953125,0.0005774714457082978,0.16603299319412154,0.16490191201730078
openml_taskbalanced,openml-qsar-biodeg-1494,sobol_cross32,0.671875,0.0007984790360411032,0.1670796023864424,0.16535983961588707
openml_taskbalanced,openml-qsar-biodeg-1494,srswor_cross32,0.7978515625,0.0004919201204181796,0.16562785415193282,0.16460113430124698
openml_taskbalanced,openml-qsar-biodeg-1494,strength1_cross32,0.734375,0.0006463877910808931,0.16635935520032913,0.16501849970805826
openml_taskbalanced,openml-spambase-44,lhs_cross32,0.904296875,0.00021091544677628765,0.09152737918035751,0.09138942702214968
openml_taskbalanced,openml-spambase-44,seed_cross32,0.9755859375,5.380496091231828e-05,0.0912833235076362,0.0913899289087674
openml_taskbalanced,openml-spambase-44,sobol_cross32,0.861328125,0.00030561217798196784,0.091674481229669,0.09156775552495931
openml_taskbalanced,openml-spambase-44,srswor_cross32,0.9228515625,0.00017002367648292577,0.09146385784088211,0.09136870488574124
openml_taskbalanced,openml-spambase-44,strength1_cross32,0.88671875,0.0002496550186331568,0.09158755729143948,0.09140395411623042
subsample_repeat,compustat_kor_direction,lhs_cross32,0.994140625,4.47993868781004e-06,0.4960141494713664,0.49606102126658785
subsample_repeat,compustat_kor_direction,seed_cross32,0.984375,1.194650316749344e-05,0.4960252642475002,0.49607824852109017
subsample_repeat,compustat_kor_direction,sobol_cross32,0.9990234375,7.4665644796834e-07,0.4960085920832995,0.49606200664653705
subsample_repeat,compustat_kor_direction,srswor_cross32,0.984375,1.194650316749344e-05,0.4960252642475002,0.49610372301973515
subsample_repeat,compustat_kor_direction,strength1_cross32,0.9892578125,8.21322092765174e-06,0.4960197068594333,0.49607037374423485
subsample_repeat,credit_card_default,lhs_cross32,0.9638671875,5.4161947051302776e-06,0.2695237788586005,0.2695395832254482
subsample_repeat,credit_card_default,seed_cross32,0.916015625,1.2588993098410915e-05,0.26960056636339497,0.2696290454146482
subsample_repeat,credit_card_default,sobol_cross32,1.0,0.0,0.26946579645702107,0.2694658193007477
subsample_repeat,credit_card_default,srswor_cross32,0.9521484375,7.172798393280638e-06,0.2695425839618155,0.2695608993837403
subsample_repeat,credit_card_default,strength1_cross32,0.9384765625,9.222169362789392e-06,0.2695645232488996,0.2695932056845604
subsample_repeat,credit_card_fraud,lhs_cross32,1.0,0.0,0.002383215463128721,0.0023830553049915297
subsample_repeat,credit_card_fraud,seed_cross32,1.0,0.0,0.002383215463128721,0.002383972807939201
subsample_repeat,credit_card_fraud,sobol_cross32,1.0,0.0,0.002383215463128721,0.0023833815965029633
subsample_repeat,credit_card_fraud,srswor_cross32,1.0,0.0,0.002383215463128721,0.0023837973735376674
subsample_repeat,credit_card_fraud,strength1_cross32,1.0,0.0,0.002383215463128721,0.002383564300161599
subsample_repeat,heloc_credit_risk,lhs_cross32,1.0,0.0,0.35786129555170393,0.35789092390097377
subsample_repeat,heloc_credit_risk,seed_cross32,1.0,0.0,0.35786129555170393,0.3579164625996843
subsample_repeat,heloc_credit_risk,sobol_cross32,1.0,0.0,0.35786129555170393,0.3579188062767099
subsample_repeat,heloc_credit_risk,srswor_cross32,1.0,0.0,0.35786129555170393,0.3578909601523675
subsample_repeat,heloc_credit_risk,strength1_cross32,1.0,0.0,0.35786129555170393,0.3579146756512629
subsample_repeat,kdd17_stock_return,lhs_cross32,1.0,0.0,0.5928629701290992,0.5929587500821556
subsample_repeat,kdd17_stock_return,seed_cross32,1.0,0.0,0.5928629701290992,0.5929707175091457
subsample_repeat,kdd17_stock_return,sobol_cross32,1.0,0.0,0.5928629701290992,0.5929555580502176
subsample_repeat,kdd17_stock_return,srswor_cross32,1.0,0.0,0.5928629701290992,0.59296802423729
subsample_repeat,kdd17_stock_return,strength1_cross32,1.0,0.0,0.5928629701290992,0.5929436189966677
subsample_repeat,polish_bankruptcy_3year,lhs_cross32,1.0,0.0,0.047186662206262484,0.047186662206262484
subsample_repeat,polish_bankruptcy_3year,seed_cross32,0.9951171875,2.941526397235884e-06,0.047196236590810695,0.04721710989230684
subsample_repeat,polish_bankruptcy_3year,sobol_cross32,1.0,0.0,0.047186662206262484,0.047186662206262484
subsample_repeat,polish_bankruptcy_3year,srswor_cross32,1.0,0.0,0.047186662206262484,0.04718876742887373
subsample_repeat,polish_bankruptcy_3year,strength1_cross32,1.0,0.0,0.047186662206262484,0.047186662206262484
