panel,dataset,task,method,draw,selected_model,validation_agreement,test_agreement,validation_quotient_regret,test_quotient_regret,selected_test_quotient_loss,validation_test_winner_agreement
openml_external,openml-breast-w-15,binclass,strength2_cross32,36,ordinal_forest,True,False,0.0,0.010686561548342147,0.07125719667696366,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,37,ordinal_forest,True,False,0.0,0.010913413363756709,0.06804885150988185,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,38,ordinal_forest,True,False,0.0,0.009129420809063808,0.04873767646018915,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,39,ordinal_forest,True,False,0.0,0.01635567036775601,0.05956717305175215,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,40,ordinal_forest,True,False,0.0,0.010541296069340657,0.05978939318254293,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,41,onehot_linear,True,True,0.0,0.0,0.04818993751124831,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,42,onehot_linear,True,True,0.0,0.0,0.042744414968497575,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,43,onehot_linear,True,True,0.0,0.0,0.057115409724131726,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,44,onehot_linear,True,False,0.0,0.004081991681302466,0.06265882322384331,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,45,onehot_linear,True,False,0.0,0.007320961882922708,0.07599357178653042,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,46,onehot_linear,True,True,0.0,0.0,0.05295474990929875,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,47,onehot_linear,True,True,0.0,0.0,0.06536849127214633,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,48,ordinal_forest,True,False,0.0,0.01990860755044331,0.052126236303947415,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,49,ordinal_forest,True,False,0.0,0.009727227964779657,0.048833385722907414,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,50,onehot_linear,True,True,0.0,0.0,0.0516621405973113,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,51,onehot_linear,True,False,0.0,0.007605355759718865,0.07177609631677431,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,52,ordinal_forest,True,False,0.0,0.011071381004234257,0.07728389736904312,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,53,ordinal_forest,True,False,0.0,0.015953670483873708,0.047766420034547875,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,54,onehot_linear,True,True,0.0,0.0,0.0405008736488704,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,55,onehot_linear,True,False,0.0,0.006760123513481216,0.06542080170556022,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,56,onehot_linear,True,False,0.0,0.004791999778583127,0.059482187630330495,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,57,onehot_linear,True,False,0.0,0.003151905271431811,0.06545520443035621,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,58,onehot_linear,True,False,0.0,0.0006429556335852543,0.06581101640652302,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,59,ordinal_forest,True,False,0.0,0.0170925275587099,0.06977645356835972,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,60,onehot_linear,True,True,0.0,0.0,0.05646372466224854,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,61,onehot_linear,True,True,0.0,0.0,0.04142346009064694,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,62,onehot_linear,True,False,0.0,0.0017942095046763543,0.057828624926709565,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,63,ordinal_forest,True,False,0.0,0.010498761627069253,0.05730658856936508,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,64,ordinal_forest,True,False,0.0,0.020161086294468868,0.0332572417722253,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,65,ordinal_forest,True,False,0.0,0.015215426225929717,0.05044704941388306,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,66,onehot_linear,True,True,0.0,0.0,0.07344299576069384,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,67,onehot_linear,True,True,0.0,0.0,0.06382750996596237,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,68,onehot_linear,True,False,0.0,0.001413052735183322,0.04837983096019301,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,69,native_histgb,True,False,0.0,0.04848137997749383,0.11082908067501376,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,70,ordinal_forest,True,False,0.0,0.02507399549036015,0.05985966975955236,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,71,onehot_linear,True,False,0.0,0.007846603044579355,0.06048688468165747,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,72,ordinal_forest,True,False,0.0,0.011359058038361548,0.06825802837605226,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,73,onehot_linear,True,True,0.0,0.0,0.04412249458082176,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,74,onehot_linear,True,True,0.0,0.0,0.06338415265415137,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,75,onehot_linear,True,True,0.0,0.0,0.042635043370785795,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,76,onehot_linear,True,True,0.0,0.0,0.053127238349559396,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,77,ordinal_forest,True,False,0.0,0.010020612093449649,0.057319426040719205,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,78,ordinal_forest,True,False,0.0,0.0199468957469666,0.0645004722106459,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,79,onehot_linear,True,False,0.0,0.0004953872188937641,0.0513895361259024,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,80,ordinal_forest,True,False,0.0,0.013466067687553464,0.0320215988313315,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,81,ordinal_forest,True,False,0.0,0.01986787982320959,0.05059023352259159,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,82,onehot_linear,True,False,0.0,0.0002213342816496447,0.05103360998390502,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,83,onehot_linear,True,True,0.0,0.0,0.051406707731521305,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,84,onehot_linear,True,True,0.0,0.0,0.055630126806589936,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,85,ordinal_forest,True,False,0.0,0.012481784548860848,0.04706219709539891,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,86,onehot_linear,True,True,0.0,0.0,0.05545970156592824,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,87,ordinal_forest,True,False,0.0,0.013161623594291391,0.05470641930601069,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,88,onehot_linear,True,True,0.0,0.0,0.041677747642188324,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,89,onehot_linear,True,True,0.0,0.0,0.058555640370437576,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,90,onehot_linear,True,False,0.0,0.004373447712551444,0.02715665699458127,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,91,onehot_linear,True,True,0.0,0.0,0.046915523018651865,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,92,onehot_linear,True,True,0.0,0.0,0.06062066163373601,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,93,onehot_linear,True,False,0.0,0.00812581054597742,0.07046990479947872,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,94,onehot_linear,True,True,0.0,0.0,0.041354691409469777,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,95,onehot_linear,True,True,0.0,0.0,0.07092284032544201,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,96,onehot_linear,True,True,0.0,0.0,0.042258027722230806,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,97,onehot_linear,True,True,0.0,0.0,0.06133197929198589,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,98,onehot_linear,True,False,0.0,0.0004205911002095261,0.042250995814008985,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,99,onehot_linear,True,False,0.0,0.006452348218769201,0.051938844797840514,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,100,ordinal_forest,True,False,0.0,0.012274964139471385,0.06638402788770427,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,101,ordinal_forest,True,False,0.0,0.01388816455780744,0.057614400197368604,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,102,onehot_linear,True,True,0.0,0.0,0.050492567283865905,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,103,onehot_linear,True,False,0.0,0.0008100574497185917,0.06146654504595236,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,104,onehot_linear,True,True,0.0,0.0,0.08228320677400934,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,105,onehot_linear,True,True,0.0,0.0,0.046357005381731625,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,106,ordinal_forest,True,False,0.0,0.020467629728057535,0.04921627981314594,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,107,onehot_linear,True,False,0.0,0.004595051355494914,0.059857954797092154,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,108,onehot_linear,True,False,0.0,0.004107837132234025,0.06423317154791645,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,109,onehot_linear,True,True,0.0,0.0,0.06185085676348687,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,110,onehot_linear,True,True,0.0,0.0,0.023324962539096043,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,111,ordinal_forest,True,False,0.0,0.015081504764156588,0.06361865300827955,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,112,onehot_linear,True,True,0.0,0.0,0.07376543112390486,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,113,ordinal_forest,True,False,0.0,0.01844603283020483,0.04772210914030316,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,114,onehot_linear,True,True,0.0,0.0,0.058390119915696065,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,115,onehot_linear,True,False,0.0,0.0007432802338712199,0.05485040519907695,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,116,onehot_linear,True,True,0.0,0.0,0.05326974863798,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,117,ordinal_forest,True,False,0.0,0.013879397575954473,0.05588307197734247,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,118,onehot_linear,True,True,0.0,0.0,0.039191946376195004,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,119,ordinal_forest,True,False,0.0,0.011109325091624489,0.06346011930245525,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,120,onehot_linear,True,False,0.0,0.0008878256333560569,0.051517854200796805,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,121,onehot_linear,True,True,0.0,0.0,0.06510058229579484,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,122,onehot_linear,True,False,0.0,0.002346644447280076,0.059650917103494676,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,123,ordinal_forest,True,False,0.0,0.010918762187797741,0.0426029416114503,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,124,onehot_linear,True,False,0.0,0.004106995059769379,0.06494930530835989,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,125,ordinal_forest,True,False,0.0,0.01839474405554932,0.07088344122182695,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,126,onehot_linear,True,True,0.0,0.0,0.05778895939691161,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,127,onehot_linear,True,True,0.0,0.0,0.058567337140331965,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,128,onehot_linear,True,False,0.0,0.01273750642284889,0.09246527861503012,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,129,onehot_linear,True,True,0.0,0.0,0.06838657335617625,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,130,onehot_linear,True,True,0.0,0.0,0.06522661699382862,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,131,onehot_linear,True,True,0.0,0.0,0.06564706278149655,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,132,onehot_linear,True,False,0.0,0.003222757581211516,0.07012250288398769,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,133,onehot_linear,True,True,0.0,0.0,0.03820003125435407,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,134,onehot_linear,True,False,0.0,0.011627798914616586,0.08716774284357322,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,135,onehot_linear,True,False,0.0,0.002522399585231039,0.04562912242403852,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,136,onehot_linear,True,False,0.0,0.00551846114634337,0.05936306139701053,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,137,onehot_linear,True,True,0.0,0.0,0.04675281238753717,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,138,ordinal_forest,True,False,0.0,0.010749213790442004,0.07130881260116413,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,139,ordinal_forest,True,False,0.0,0.014324842999400747,0.03866723230697021,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,140,onehot_linear,True,True,0.0,0.0,0.05655593565572903,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,141,onehot_linear,True,True,0.0,0.0,0.04821088229453644,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,142,onehot_linear,True,True,0.0,0.0,0.058145133100569894,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,143,ordinal_forest,True,False,0.0,0.011382070028257057,0.060490106064937293,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,144,onehot_linear,True,True,0.0,0.0,0.051061668544188095,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,145,onehot_linear,True,False,0.0,0.0008038755337838044,0.0673864362598383,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,146,ordinal_forest,True,False,0.0,0.020745170686861963,0.031538717476515175,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,147,ordinal_forest,True,False,0.0,0.022773835349470063,0.05750768705875759,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,148,onehot_linear,True,True,0.0,0.0,0.08018835308055206,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,149,onehot_linear,True,True,0.0,0.0,0.05514874722165981,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,150,onehot_linear,True,True,0.0,0.0,0.0456267354923194,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,151,onehot_linear,True,False,0.0,0.0010788097744448,0.07597284198401982,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,152,onehot_linear,True,False,0.0,0.010140758077901747,0.06278636770447305,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,153,onehot_linear,True,True,0.0,0.0,0.04803664723296973,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,154,onehot_linear,True,False,0.0,0.0017562576473927338,0.052047445286969175,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,155,ordinal_forest,True,False,0.0,0.020956544568969285,0.038989307847780694,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,156,onehot_linear,True,True,0.0,0.0,0.05691966402887048,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,157,ordinal_forest,True,False,0.0,0.011940576292765494,0.05757783597065867,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,158,onehot_linear,True,True,0.0,0.0,0.06002968943429288,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,159,onehot_linear,True,True,0.0,0.0,0.046023349340246204,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,160,onehot_linear,True,False,0.0,0.006006872877427925,0.06657350844672633,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,161,onehot_linear,True,True,0.0,0.0,0.029951930536043444,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,162,onehot_linear,True,True,0.0,0.0,0.033477646118578466,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,163,onehot_linear,True,True,0.0,0.0,0.047498248026591396,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,164,onehot_linear,True,False,0.0,0.0035561272572859556,0.051653551380362865,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,165,onehot_linear,True,False,0.0,0.008063115129611526,0.07263394071386199,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,166,ordinal_forest,True,False,0.0,0.01570408641566772,0.05901824789461274,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,167,onehot_linear,True,False,0.0,0.0059377446812101525,0.05893583515581311,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,168,onehot_linear,True,True,0.0,0.0,0.05512723620975325,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,169,onehot_linear,True,True,0.0,0.0,0.07643005506444576,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,170,ordinal_forest,True,False,0.0,0.01554817299118564,0.045256665470480455,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,171,ordinal_forest,True,False,0.0,0.017204210969774845,0.035951533900448474,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,172,onehot_linear,True,True,0.0,0.0,0.09027167879190605,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,173,ordinal_forest,True,False,0.0,0.011329672764600396,0.05751630211045869,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,174,ordinal_forest,True,False,0.0,0.013900379140009265,0.07008792954124625,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,175,ordinal_forest,True,False,0.0,0.015239215267987098,0.04986861080440751,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,176,onehot_linear,True,False,0.0,0.004251060916233347,0.048337099247289864,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,177,ordinal_forest,True,False,0.0,0.010291972568251193,0.07672574274878927,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,178,ordinal_forest,True,False,0.0,0.014695232875415229,0.05570313015644452,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,179,onehot_linear,True,True,0.0,0.0,0.045616942881388366,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,180,onehot_linear,True,False,0.0,0.0031891286738259667,0.06231007435395701,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,181,ordinal_forest,True,False,0.0,0.009788079472115269,0.040466641713559105,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,182,onehot_linear,True,False,0.0,0.0032611033440216597,0.06346298216180377,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,183,onehot_linear,True,True,0.0,0.0,0.06302412113761958,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,184,ordinal_forest,True,False,0.0,0.01734688753437763,0.08131609607420257,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,185,onehot_linear,True,True,0.0,0.0,0.05335103642291958,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,186,ordinal_forest,True,False,0.0,0.012364498147303664,0.051112966812793904,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,187,onehot_linear,True,True,0.0,0.0,0.05787097150950624,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,188,onehot_linear,True,False,0.0,0.0014709006872810904,0.0476669807328373,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,189,ordinal_forest,True,False,0.0,0.011113893173907256,0.06252742509279577,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,190,onehot_linear,True,True,0.0,0.0,0.048388161649211184,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,191,onehot_linear,True,False,0.0,0.001869661955522621,0.05861696478368698,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,192,onehot_linear,True,True,0.0,0.0,0.04358530432063252,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,193,onehot_linear,True,True,0.0,0.0,0.0753000348263849,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,194,onehot_linear,True,True,0.0,0.0,0.060573336871294535,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,195,onehot_linear,True,False,0.0,0.003737821208847608,0.0527018810257224,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,196,onehot_linear,True,True,0.0,0.0,0.03040913821060558,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,197,onehot_linear,True,True,0.0,0.0,0.057020025324708554,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,198,ordinal_forest,True,False,0.0,0.01605856424599337,0.04913941885239981,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,199,onehot_linear,True,True,0.0,0.0,0.05555418341060685,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,200,onehot_linear,True,False,0.0,0.001125199300193766,0.06120006430847033,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,201,onehot_linear,True,False,0.0,0.00069078231759305,0.06372512889460943,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,202,onehot_linear,True,True,0.0,0.0,0.04732294851131121,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,203,onehot_linear,True,False,0.0,0.005852390607400573,0.07021593308295941,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,204,ordinal_forest,True,False,0.0,0.011829908673206956,0.06943059658707619,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,205,onehot_linear,True,True,0.0,0.0,0.027273155755304326,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,206,onehot_linear,True,False,0.0,0.006416715592992388,0.05789382965454303,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,207,onehot_linear,True,False,0.0,0.004927848008386748,0.07070863551240801,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,208,onehot_linear,True,False,0.0,0.001516242679455701,0.06407355344429079,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,209,onehot_linear,True,False,0.0,0.006787026977451954,0.07270063839972443,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,210,ordinal_forest,True,False,0.0,0.00940323539507789,0.05093970611527937,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,211,onehot_linear,True,False,0.0,0.0009686429563527249,0.05142174898795459,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,212,onehot_linear,True,True,0.0,0.0,0.05993940449479757,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,213,onehot_linear,True,True,0.0,0.0,0.05480171677846156,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,214,onehot_linear,True,True,0.0,0.0,0.05426766484348477,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,215,onehot_linear,True,True,0.0,0.0,0.056168360146107724,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,216,ordinal_forest,True,False,0.0,0.013390072205676555,0.07002436685393805,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,217,onehot_linear,True,False,0.0,0.0003057034275434703,0.05740190281562958,False
openml_external,openml-breast-w-15,binclass,strength2_cross32,218,onehot_linear,True,True,0.0,0.0,0.06509962696534721,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,219,onehot_linear,True,True,0.0,0.0,0.046438999007829676,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,220,onehot_linear,True,True,0.0,0.0,0.06892428919259541,True
openml_external,openml-breast-w-15,binclass,strength2_cross32,221,onehot_linear,True,False,0.0,0.0020738966570183065,0.06224442933304809,False
