dataset,task,model,alternate_view,seed_a,seed_b,seed_c,target_parameters,maximum_alternate_parameter_relative_mismatch,transformed_t_parameters,heterobag_val_log_loss,heterobag_val_auc,heterobag_val_accuracy,heterobag_test_log_loss,heterobag_test_auc,heterobag_test_accuracy,ttt_val_log_loss,ttt_val_auc,ttt_val_accuracy,ttt_test_log_loss,ttt_test_auc,ttt_test_accuracy,alternate_homogeneous_val_log_loss,alternate_homogeneous_val_auc,alternate_homogeneous_val_accuracy,alternate_homogeneous_test_log_loss,alternate_homogeneous_test_auc,alternate_homogeneous_test_accuracy,transformed_t_placebo_val_log_loss,transformed_t_placebo_val_auc,transformed_t_placebo_val_accuracy,transformed_t_placebo_test_log_loss,transformed_t_placebo_test_auc,transformed_t_placebo_test_accuracy,same_representation_prediction_correlation,same_representation_error_correlation,same_representation_mean_absolute_disagreement,same_representation_mean_squared_disagreement,cross_representation_prediction_correlation,cross_representation_error_correlation,cross_representation_mean_absolute_disagreement,cross_representation_mean_squared_disagreement,coordinate_placebo_prediction_correlation,coordinate_placebo_error_correlation,coordinate_placebo_mean_absolute_disagreement,coordinate_placebo_mean_squared_disagreement,heterobag_relative_test_gain_vs_ttt_pct,alternate_homogeneous_relative_test_gain_vs_ttt_pct,transformed_t_placebo_relative_test_gain_vs_ttt_pct
openml-kc1-1067,classification,resnet,qple,20261840,20261941,20262042,193775,0.0,193775,0.32388283671786194,0.8290239172592115,0.8767772511848341,0.36591812143343433,0.7810601163542341,0.8530805687203792,0.3264393472974812,0.8292393880629176,0.8696682464454977,0.3722962390671841,0.7814264167205345,0.8459715639810427,0.32956597349077654,0.8293255763844,0.8672985781990521,0.3670694511048937,0.7822452057746175,0.8507109004739336,0.3282425962546026,0.8246929541047189,0.8696682464454977,0.3699017274596012,0.7818142641672055,0.8483412322274881,0.9441648556919182,0.9854956195051083,0.03475579991936684,0.003401819383725524,0.9384571248372156,0.9874534283921117,0.03292618319392204,0.002860903274267912,0.9503587711538642,0.9864255773970564,0.03052631765604019,0.003135095350444317,1.713183471777915,1.4039325176602724,0.6431737300335193
openml-kc1-1067,classification,ft_transformer,qple,20261840,20261941,20262042,24217,0.0,24217,0.34304113967501254,0.8241327300150829,0.8483412322274881,0.38335668948256546,0.7767291531997415,0.8459715639810427,0.34415048259448694,0.8276233570351218,0.8649289099526066,0.3868921945589723,0.7689291101055807,0.8507109004739336,0.3457726379361289,0.8182503770739066,0.8507109004739336,0.3823343286292208,0.7772031889678949,0.8412322274881516,0.34306467884161945,0.8274294333117863,0.8696682464454977,0.3869356183571855,0.7692092221503987,0.8436018957345972,0.9359022316118999,0.9906789258932316,0.027914421632885933,0.0022256707306951284,0.9123112591182775,0.9856504851497977,0.03188027814030647,0.003368956735357642,0.902593744880949,0.9864093769259942,0.03789297118782997,0.0034256596118211746,0.9138217638215801,1.1780713061288592,-0.01122374625900749
openml-blood-transfusion-1464,classification,mlp,qple,20261840,20261941,20262042,28359,0.0,28359,0.458089592706039,0.7799707602339181,0.78,0.46728460306606184,0.7971491228070177,0.78,0.4549965265662748,0.7797270955165693,0.7733333333333333,0.46757685399096244,0.7961744639376218,0.7666666666666667,0.45918442133443177,0.7759502923976609,0.76,0.4659192599089976,0.7869152046783625,0.8,0.4552041769902672,0.7777777777777778,0.78,0.467914020459975,0.7951998050682262,0.78,0.984136431647477,0.9974191909006282,0.019876739010214806,0.0007737571140751243,0.964269179641223,0.993458511050124,0.03430742397904396,0.0022049322724342346,0.9893150673899421,0.9981174857777861,0.018064670264720917,0.0005717271124012768,0.06250329168480252,0.35450730031151256,-0.0721093155349105
openml-blood-transfusion-1464,classification,resnet,qple,20261840,20261941,20262042,144279,0.0,144279,0.4654342998927972,0.7673001949317739,0.78,0.4505174617304004,0.7965399610136452,0.8066666666666666,0.4667649883334488,0.7659600389863548,0.7733333333333333,0.45062689284600754,0.7932504873294346,0.8133333333333334,0.4737642253206415,0.7503654970760234,0.76,0.4629952701096757,0.7760721247563352,0.7733333333333333,0.46453372730310133,0.7692495126705653,0.78,0.44919337437884765,0.7947124756335282,0.7933333333333333,0.929310035211214,0.984647538480538,0.04910673946142197,0.004451453685760498,0.8702687942735448,0.9729230013025204,0.061147309839725494,0.008430061861872673,0.9682161258275747,0.9921168901786188,0.03331397473812103,0.002503075171262026,0.024284195493970213,-2.7447046459108737,0.3181164928054492
openml-blood-transfusion-1464,classification,ft_transformer,qple,20261840,20261941,20262042,10155,0.0,10155,0.5034615005324252,0.7356237816764133,0.7733333333333333,0.47785009023171937,0.7715643274853802,0.8,0.5059306341607707,0.7038255360623781,0.78,0.48026064957636855,0.7425682261208577,0.8,0.5022271113857032,0.7245370370370371,0.76,0.47769437703263046,0.7598684210526316,0.7733333333333333,0.5081148943104435,0.7057748538011697,0.7866666666666666,0.48836047862941295,0.7557261208576999,0.7733333333333333,0.8302494581308667,0.9788642158227532,0.08948380500078201,0.009712412022054195,0.8058014640446427,0.9822923187722638,0.07444605231285095,0.007215576246380806,0.7795599475776428,0.9869404520319062,0.05766715854406357,0.005430078133940697,0.501927306927082,0.5343499505949041,-1.6865485565367795
openml-ilpd-1480,classification,mlp,qple,20261840,20261941,20262042,47611,0.0,47611,0.5115144497044798,0.7386363636363636,0.717948717948718,0.5225375254290766,0.746987951807229,0.7264957264957265,0.5124601964329311,0.7373737373737373,0.7094017094017094,0.5220378663391566,0.7391920623671154,0.717948717948718,0.5121612266229952,0.7368326118326118,0.6837606837606838,0.5272717766780873,0.7420269312544294,0.717948717948718,0.5116248921974094,0.7366522366522366,0.7094017094017094,0.5218548769251279,0.7383061658398299,0.7264957264957265,0.9925691883490834,0.9984819580844989,0.018646974116563797,0.0005974998348392546,0.9825671388430066,0.9940546156781537,0.037607308477163315,0.0022260472178459167,0.9903959592435356,0.9982603310374177,0.01774909533560276,0.0006323655252344906,-0.0957131890496587,-1.0025920869752325,0.03505290053228404
openml-ilpd-1480,classification,resnet,qple,20261840,20261941,20262042,162579,0.0,162579,0.5229770444377468,0.7323232323232324,0.7094017094017094,0.5519297977719549,0.7159815733522324,0.6837606837606838,0.5177957380169802,0.7366522366522367,0.717948717948718,0.5513766930773853,0.7177533664068038,0.6837606837606838,0.5240339343628535,0.7312409812409811,0.7094017094017094,0.5447881754300014,0.7248405386250886,0.7094017094017094,0.515927551773333,0.7436868686868686,0.7264957264957265,0.5519305502783488,0.7158043940467753,0.717948717948718,0.9668036027121485,0.9893119532801905,0.054038651287555695,0.004130331799387932,0.9699154666532581,0.9939603057677453,0.03512182831764221,0.0023098012898117304,0.9411723358022532,0.989059794828089,0.06027112901210785,0.00554863503202796,-0.10031339763067698,1.1949213178764706,-0.10044987536056871
openml-ilpd-1480,classification,ft_transformer,qple,20261840,20261941,20262042,16843,0.0,16843,0.5179164129866455,0.7536075036075037,0.7435897435897436,0.5706685983894746,0.6833805811481218,0.7008547008547008,0.5232754591317429,0.7507215007215008,0.7521367521367521,0.5651376550493067,0.6778880226789511,0.7094017094017094,0.5251539280579383,0.7532467532467533,0.7264957264957265,0.5652783118602193,0.6782423812898654,0.7094017094017094,0.5252651308251912,0.7431457431457432,0.7606837606837606,0.5668014426877157,0.6869241672572644,0.6752136752136753,0.9361204135992598,0.9888588687374513,0.045146673917770386,0.00483506778255105,0.8286703749624648,0.9719125866117067,0.06982302665710449,0.012125187553465366,0.8902434292876439,0.9783437598886666,0.055586203932762146,0.008647586219012737,-0.9786895795654149,-0.02488894690627263,-0.29440396044108214
openml-wdbc-1510,classification,mlp,qple,20261840,20261941,20262042,86369,0.0,86369,0.06131318219166351,0.99737962659679,0.9824561403508771,0.16455355220251414,0.9854497354497356,0.9298245614035088,0.06195046579285139,0.9973796265967899,0.9824561403508771,0.16865893952755096,0.9851190476190474,0.9210526315789473,0.06559441060073316,0.9977071732721913,0.9824561403508771,0.17585155554588633,0.9833002645502645,0.9298245614035088,0.059082665645304615,0.99737962659679,0.9824561403508771,0.1663953474483493,0.9854497354497355,0.9298245614035088,0.9957878173207841,0.9835485423630188,0.018931342288851738,0.0017581889405846596,0.9903783078549832,0.96151052704161,0.02446320652961731,0.004264792427420616,0.9951218421369193,0.9801802909070937,0.019546080380678177,0.002018492901697755,2.4341356209975404,-4.264592222910567,1.3421121261300764
openml-wdbc-1510,classification,resnet,qple,20261840,20261941,20262042,202465,0.0,202465,0.07575880878026733,0.9983622666229939,0.9824561403508771,0.15129088301082455,0.9909060846560848,0.9473684210526315,0.07334431099666643,0.9990173599737963,0.9824561403508771,0.1574881952304605,0.9897486772486772,0.956140350877193,0.07624882426482975,0.998689813298395,0.9824561403508771,0.15587193272355526,0.9917328042328042,0.9473684210526315,0.06261359183199608,0.9996724533245988,0.9824561403508771,0.16068390954232972,0.9890873015873016,0.9385964912280702,0.9883016990458082,0.9448627084854063,0.017669111490249634,0.00478239543735981,0.9652027937198809,0.8209554931582418,0.03705139458179474,0.015001424588263035,0.9236370616962706,0.7580435417937215,0.06657541543245316,0.03331833332777023,3.9350963483752643,1.026275337361056,-2.0291770485989513
openml-wdbc-1510,classification,ft_transformer,qple,20261840,20261941,20262042,14785,0.0,14785,0.15070238050034365,0.9913200131018669,0.9824561403508771,0.21473921265203114,0.9927248677248677,0.9385964912280702,0.1466164429404994,0.9872256796593515,0.9824561403508771,0.20562930294783388,0.9897486772486773,0.956140350877193,0.149912611651975,0.9980347199475925,0.9824561403508771,0.1904534722030897,0.994378306878307,0.9473684210526315,0.14711394244607312,0.989190959711759,0.9824561403508771,0.20837321818202806,0.9923941798941799,0.9385964912280702,0.9357665723795834,0.8497033303007425,0.06705545634031296,0.018794113770127296,0.949714448991452,0.8953299792911604,0.05640295520424843,0.014061154797673225,0.9592702606089414,0.9102590878106533,0.0633004680275917,0.012872320599853992,-4.4302585154939464,7.380188780095287,-1.3343989377283847
openml-mammography-310,classification,mlp,qple,20261840,20261941,20262042,30689,0.0,30689,0.050506019255824125,0.9628762541806021,0.9848010728654448,0.05786387540331326,0.9032080619609224,0.9848010728654448,0.05096035737687141,0.9560112656222497,0.9852481001341081,0.05885645939405127,0.9027151909875021,0.9848010728654448,0.04955964735968021,0.9647553247667665,0.9856951274027715,0.05843497336957877,0.9116616792818165,0.9821189092534645,0.050300998289533626,0.9558924485125858,0.9848010728654448,0.05638251120131843,0.9101390600246434,0.9856951274027715,0.9754734016059187,0.9819438796586173,0.0050581214018166065,0.0004929283750243485,0.9745659069525896,0.981259369769383,0.00507888151332736,0.00050733657553792,0.9520037130455099,0.9591935067909186,0.0066068838350474834,0.0010336532723158598,1.686448693919113,0.716125347688005,4.203358846595666
openml-mammography-310,classification,resnet,qple,20261840,20261941,20262042,146785,0.0,146785,0.04671604633969605,0.9589464882943144,0.9865891819400984,0.05538503144174567,0.8986358035557119,0.9865891819400984,0.046085620987175564,0.9583171976764654,0.9879302637460885,0.05615121986173832,0.8968183418412252,0.986142154671435,0.0476778100841123,0.9623569794050344,0.9843540455967814,0.05458360875865331,0.900158422812885,0.9865891819400984,0.0450119599613796,0.9598882239042422,0.9883772910147519,0.056224696412424176,0.8974520330927653,0.9865891819400984,0.9429012157282265,0.9361575228709663,0.006048616021871567,0.0015357319498434663,0.9301617395306595,0.9258139811677667,0.009271177463233471,0.001841651275753975,0.9710137684163321,0.9681374119247423,0.005008084699511528,0.0007561015081591904,1.3645089490116968,2.791766780748402,-0.13085477192975675
openml-mammography-310,classification,ft_transformer,qple,20261840,20261941,20262042,8257,0.0,8257,0.05248351629677664,0.9457797922900898,0.986142154671435,0.05717575877091937,0.8974476324590741,0.9852481001341081,0.05231934888747683,0.9468755500792114,0.9856951274027715,0.05620411571015428,0.90028164055624,0.9865891819400984,0.054260361080723477,0.9599586340433023,0.9848010728654448,0.05917649570916059,0.9053643724696355,0.983907018328118,0.052481761167715246,0.947518042598134,0.9856951274027715,0.05692507920038469,0.892598134131315,0.9870362092087618,0.9400271659610622,0.9474985742414606,0.005876392126083374,0.0013254100922495127,0.8630178389593534,0.8998816275086449,0.018401332199573517,0.0027919989079236984,0.9392136472913937,0.9489151158390925,0.0058812289498746395,0.0012871153885498643,-1.7287756394493792,-5.288545085087589,-1.2827592448005634
