experiment,intervention_class,dataset,task,model,optimizer,weight_decay,seed,representation,split_fingerprint,regularizer,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,target_kappa,realized_block_kappa_mean,transform_seed,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,ordinal_kappa_3,cf26f38091e76190,standard,98,23.162988607371968,2.0837721953016675,0.00625674775620216,333.0439833116295,2.522501592209477,33.76869242507051,-392.11588797087205,4.020346722999055,0.0,3.0,2.9999999999999987,51000,100,157697,16,0.28868978973047105,0.3091269734210824,0.31041018598252496,0.8550591125441425,0.8560899207665377,0.06389787793159485,13.135529518127441,0.017049871385097504,4.049468616954982
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,ordinal_kappa_3,cf26f38091e76190,standard,98,23.162988607371968,2.0837721953016675,0.00625674775620216,333.0439833116295,2.522501592209477,33.76869242507051,-392.11588797087205,4.020346722999055,0.0,3.0,2.9999999999999987,51000,100,157697,22,0.28599367051779123,0.3083849382568804,0.3118297774332725,0.8569015814524796,0.8561513420551563,0.06262311339378357,14.844308853149414,0.017027555033564568,4.849859221139923
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,ordinal_kappa_10,cf26f38091e76190,standard,98,15.997024978014135,3.203363505828871,0.006256747735082873,511.9854022349267,2.7092575785164597,50.49352669783578,-391.6810929995499,5.677318086675211,0.0,10.0,10.000000000000004,51000,100,157697,17,0.29001594283764276,0.31116997827185616,0.30962548997771255,0.8558268079226163,0.8566427123641054,0.05929425358772278,13.830510139465332,0.01695316843688488,4.025276839034632
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,ordinal_kappa_10,cf26f38091e76190,standard,98,15.997024978014135,3.203363505828871,0.006256747735082873,511.9854022349267,2.7092575785164597,50.49352669783578,-391.6810929995499,5.677318086675211,0.0,10.0,10.000000000000004,51000,100,157697,18,0.28924094343934903,0.30918726380777967,0.3120441168471636,0.8569015814524796,0.8532031202014618,0.05935342237353325,14.010740280151367,0.016957640647888184,4.098561263876036
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,ordinal_kappa_10,cf26f38091e76190,standard,98,15.997024978014135,3.203363505828871,0.006256747735082873,511.9854022349267,2.7092575785164597,50.49352669783578,-391.6810929995499,5.677318086675211,0.0,10.0,10.000000000000004,51000,100,157697,21,0.2845332560417509,0.30940318057258626,0.31132068198536095,0.8578228159066482,0.8570112400958172,0.07201699167490005,14.798710823059082,0.017130639404058456,4.5101958671584725
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,ordinal_kappa_10,cf26f38091e76190,standard,98,15.997024978014135,3.203363505828871,0.006256747735082873,511.9854022349267,2.7092575785164597,50.49352669783578,-391.6810929995499,5.677318086675211,0.0,10.0,10.000000000000004,51000,100,157697,16,0.28925547196928453,0.30973303171382877,0.30999066544102505,0.855980346998311,0.8562127633437749,0.0640563890337944,13.385581970214844,0.01705067604780197,3.690507694147527
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,ordinal_kappa_10,cf26f38091e76190,standard,98,15.997024978014135,3.203363505828871,0.006256747735082873,511.9854022349267,2.7092575785164597,50.49352669783578,-391.6810929995499,5.677318086675211,0.0,10.0,10.000000000000004,51000,100,157697,22,0.2864839601791323,0.3082817509077426,0.3121988817164217,0.8562874251497006,0.8551686014372581,0.0633239895105362,15.236488342285156,0.01704990491271019,5.192660514963791
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,ordinal_kappa_30,cf26f38091e76190,standard,98,9.67957647477798,5.496921374504125,0.006256747688496143,878.5589012340935,2.9437708832171174,92.97567233985075,-391.0046182888393,14.501791011561252,0.0,30.0,30.00000000000002,51000,100,157697,17,0.2913535827951633,0.31097365270448746,0.3104482519546623,0.8569015814524796,0.8558442356120631,0.06011560931801796,14.166258811950684,0.017000572755932808,4.212158200098202
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,ordinal_kappa_30,cf26f38091e76190,standard,98,9.67957647477798,5.496921374504125,0.006256747688496143,878.5589012340935,2.9437708832171174,92.97567233985075,-391.0046182888393,14.501791011561252,0.0,30.0,30.00000000000002,51000,100,157697,20,0.2865453747919512,0.3102746135470309,0.31026120164817533,0.8569015814524796,0.8559056569006818,0.06129675358533859,14.95786190032959,0.01697065867483616,4.3748317181598395
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,ordinal_kappa_30,cf26f38091e76190,standard,98,9.67957647477798,5.496921374504125,0.006256747688496143,878.5589012340935,2.9437708832171174,92.97567233985075,-391.0046182888393,14.501791011561252,0.0,30.0,30.00000000000002,51000,100,157697,21,0.28639163086070585,0.30950787384385575,0.3113556976104185,0.8562874251497006,0.8563356059210122,0.07427820563316345,15.172979354858398,0.01715313084423542,4.424107029102743
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,ordinal_kappa_30,cf26f38091e76190,standard,98,9.67957647477798,5.496921374504125,0.006256747688496143,878.5589012340935,2.9437708832171174,92.97567233985075,-391.0046182888393,14.501791011561252,0.0,30.0,30.00000000000002,51000,100,157697,19,0.28978417472899765,0.3113991461394968,0.3137320132639987,0.8578228159066482,0.8536944905104109,0.06552024185657501,14.586240768432617,0.01705363765358925,4.593101948034018
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,ordinal_kappa_30,cf26f38091e76190,standard,98,9.67957647477798,5.496921374504125,0.006256747688496143,878.5589012340935,2.9437708832171174,92.97567233985075,-391.0046182888393,14.501791011561252,0.0,30.0,30.00000000000002,51000,100,157697,22,0.2883237195446208,0.30964265588951756,0.31337872812288137,0.8555197297712268,0.8559056569006818,0.06700717657804489,15.6301851272583,0.017076462507247925,5.561445819912478
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,ordinal_kappa_100,cf26f38091e76190,standard,98,5.716459397881536,10.010259829420406,0.006256747566218069,1599.9142882907088,3.204096716956262,222.5115568515044,-390.0720603455006,41.485385032478796,0.0,100.0,100.00000000000006,51000,100,157697,23,0.28612509160090577,0.31073851572756606,0.31104087229270355,0.8564409642253954,0.8561513420551563,0.0647195428609848,16.43239974975586,0.01703573949635029,5.520561138866469
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,ordinal_kappa_100,cf26f38091e76190,standard,98,5.716459397881536,10.010259829420406,0.006256747566218069,1599.9142882907088,3.204096716956262,222.5115568515044,-390.0720603455006,41.485385032478796,0.0,100.0,100.00000000000006,51000,100,157697,20,0.2894701875131941,0.3109907720899276,0.3108948265886896,0.8547520343927529,0.8562127633437749,0.06977590173482895,15.350707054138184,0.01699231192469597,5.151963442098349
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,ordinal_kappa_100,cf26f38091e76190,standard,98,5.716459397881536,10.010259829420406,0.006256747566218069,1599.9142882907088,3.204096716956262,222.5115568515044,-390.0720603455006,41.485385032478796,0.0,100.0,100.00000000000006,51000,100,157697,26,0.28565164909811774,0.31081028334416383,0.31459497366355066,0.8547520343927529,0.8543701246852159,0.08412962406873703,17.429384231567383,0.017167087644338608,5.419339561834931
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,ordinal_kappa_100,cf26f38091e76190,standard,98,5.716459397881536,10.010259829420406,0.006256747566218069,1599.9142882907088,3.204096716956262,222.5115568515044,-390.0720603455006,41.485385032478796,0.0,100.0,100.00000000000006,51000,100,157697,19,0.29161275757614735,0.31196693063966113,0.31436537134711495,0.8562874251497006,0.8538787543762668,0.0731404721736908,15.000276565551758,0.01706901751458645,4.4899416549596936
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,ordinal_kappa_100,cf26f38091e76190,standard,98,5.716459397881536,10.010259829420406,0.006256747566218069,1599.9142882907088,3.204096716956262,222.5115568515044,-390.0720603455006,41.485385032478796,0.0,100.0,100.00000000000006,51000,100,157697,21,0.2867997354413655,0.3091083035038061,0.31183578044925314,0.8561338860740059,0.8558442356120631,0.0856531411409378,15.938578605651855,0.017105840146541595,4.683135421015322
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,ordinal_kappa_300,cf26f38091e76190,standard,98,3.996894483044892,17.326355068501456,0.006256747298258253,2769.2272426161035,3.4423585953861884,553.3988511247651,-389.1325648448999,109.8605470810406,0.0,300.0,299.99999999999835,51000,100,157697,22,0.29189402480121357,0.3116949634227496,0.3139095763074666,0.8545984953170582,0.854861494994165,0.07955630868673325,16.74104881286621,0.017040789127349854,5.0899254840333015
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,ordinal_kappa_300,cf26f38091e76190,standard,98,3.996894483044892,17.326355068501456,0.006256747298258253,2769.2272426161035,3.4423585953861884,553.3988511247651,-389.1325648448999,109.8605470810406,0.0,300.0,299.99999999999835,51000,100,157697,29,0.2841071593871329,0.312125930538865,0.3151733777087006,0.8564409642253954,0.852158958294945,0.09372756630182266,19.01825523376465,0.017018670216202736,6.442421001847833
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,ordinal_kappa_300,cf26f38091e76190,standard,98,3.996894483044892,17.326355068501456,0.006256747298258253,2769.2272426161035,3.4423585953861884,553.3988511247651,-389.1325648448999,109.8605470810406,0.0,300.0,299.99999999999835,51000,100,157697,27,0.2864058316284823,0.31229728723070216,0.31463856251071687,0.8522954091816367,0.8549229162827836,0.11015880107879639,18.465267181396484,0.017191819846630096,5.747146647190675
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,ordinal_kappa_300,cf26f38091e76190,standard,98,3.996894483044892,17.326355068501456,0.006256747298258253,2769.2272426161035,3.4423585953861884,553.3988511247651,-389.1325648448999,109.8605470810406,0.0,300.0,299.99999999999835,51000,100,157697,29,0.2859519642450674,0.3128444172168533,0.3178135963830557,0.8532166436358053,0.8505005835022419,0.09733930975198746,18.925975799560547,0.01708950288593769,6.477709989994764
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,ordinal_kappa_300,cf26f38091e76190,standard,98,3.996894483044892,17.326355068501456,0.006256747298258253,2769.2272426161035,3.4423585953861884,553.3988511247651,-389.1325648448999,109.8605470810406,0.0,300.0,299.99999999999835,51000,100,157697,21,0.29042728477408475,0.31014523602400695,0.31312904429744254,0.855366190695532,0.8550457588600209,0.13808856904506683,16.52597999572754,0.017129309475421906,4.509698593057692
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,ordinal_kappa_1000,cf26f38091e76190,standard,98,3.0558850109183284,31.625965386458905,0.006256746564754995,5054.698166074325,3.703695227439965,1609.359920189768,-388.0572261667114,331.08878451326365,0.0,1000.0,999.9999999999808,51000,100,157697,33,0.2853607496324751,0.3123796956424948,0.3155480559662127,0.8541378780899739,0.8524660647380382,0.1219199150800705,21.591920852661133,0.01708216406404972,6.891046576900408
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,ordinal_kappa_1000,cf26f38091e76190,standard,98,3.0558850109183284,31.625965386458905,0.006256746564754995,5054.698166074325,3.703695227439965,1609.359920189768,-388.0572261667114,331.08878451326365,0.0,1000.0,999.9999999999808,51000,100,157697,31,0.2863319832667027,0.3137412428004934,0.3152087116144303,0.8544449562413634,0.8548000737055463,0.15982021391391754,20.85831069946289,0.0170434657484293,7.057263610884547
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,ordinal_kappa_1000,cf26f38091e76190,standard,98,3.0558850109183284,31.625965386458905,0.006256746564754995,5054.698166074325,3.703695227439965,1609.359920189768,-388.0572261667114,331.08878451326365,0.0,1000.0,999.9999999999808,51000,100,157697,29,0.2899343871362688,0.3148520974755686,0.3147813044193336,0.8522954091816367,0.8531416989128432,0.17152757942676544,20.209596633911133,0.017215223982930183,5.828851576894522
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,ordinal_kappa_1000,cf26f38091e76190,standard,98,3.0558850109183284,31.625965386458905,0.006256746564754995,5054.698166074325,3.703695227439965,1609.359920189768,-388.0572261667114,331.08878451326365,0.0,1000.0,999.9999999999808,51000,100,157697,30,0.2884553207148211,0.3141063495430349,0.31605431435933073,0.8555197297712268,0.8532645414900805,0.1663246899843216,20.372066497802734,0.017097817733883858,6.008913658093661
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,ordinal_kappa_1000,cf26f38091e76190,standard,98,3.0558850109183284,31.625965386458905,0.006256746564754995,5054.698166074325,3.703695227439965,1609.359920189768,-388.0572261667114,331.08878451326365,0.0,1000.0,999.9999999999808,51000,100,157697,28,0.28841174521574053,0.3112523764647778,0.3158970624995041,0.8550591125441425,0.8546772311283091,0.2746211588382721,19.878299713134766,0.01714685931801796,5.67575599392876
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,ordinal_kappa_3000,cf26f38091e76190,standard,98,2.574428474209015,54.77409449232147,0.006256744835528363,8754.407592473915,3.9422267628667043,4417.883413175087,-387.0537606290754,962.2513017772142,0.0,3000.0,3000.0000000000714,51000,100,157697,33,0.2909791888500934,0.3132726229234323,0.31611499910403734,0.8519883310302472,0.8540630182421227,0.20275788009166718,22.603837966918945,0.01710640825331211,6.3702166131697595
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,ordinal_kappa_3000,cf26f38091e76190,standard,98,2.574428474209015,54.77409449232147,0.006256744835528363,8754.407592473915,3.9422267628667043,4417.883413175087,-387.0537606290754,962.2513017772142,0.0,3000.0,3000.0000000000714,51000,100,157697,39,0.2857548462495356,0.31483910036230156,0.3181673541272073,0.8519883310302472,0.8517290092746146,0.27763596177101135,24.79915428161621,0.017061905935406685,6.1955941170454025
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,ordinal_kappa_3000,cf26f38091e76190,standard,98,2.574428474209015,54.77409449232147,0.006256744835528363,8754.407592473915,3.9422267628667043,4417.883413175087,-387.0537606290754,962.2513017772142,0.0,3000.0,3000.0000000000714,51000,100,157697,27,0.3014285363214404,0.3183081608331533,0.3187739131913033,0.8490710885920467,0.851667587985996,0.26468625664711,20.49199104309082,0.017216810956597328,7.262745260028169
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,ordinal_kappa_3000,cf26f38091e76190,standard,98,2.574428474209015,54.77409449232147,0.006256744835528363,8754.407592473915,3.9422267628667043,4417.883413175087,-387.0537606290754,962.2513017772142,0.0,3000.0,3000.0000000000714,51000,100,157697,29,0.29742335168337103,0.31621829568578597,0.31706187115046963,0.85014586212191,0.8531416989128432,0.29513636231422424,21.13424301147461,0.01710648648440838,6.966614637989551
ordinal_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,ordinal_kappa_3000,cf26f38091e76190,standard,98,2.574428474209015,54.77409449232147,0.006256744835528363,8754.407592473915,3.9422267628667043,4417.883413175087,-387.0537606290754,962.2513017772142,0.0,3000.0,3000.0000000000714,51000,100,157697,28,0.2972431474132771,0.3154366892668621,0.31663324331263765,0.8518347919545525,0.8552300227258768,0.5466376543045044,20.7801513671875,0.0171651691198349,6.892288278089836
ordinal_kappa,A,black-friday,regression,mlp,AdamW,0.0001,0,ordinal_kappa_1,9d7e9b404e7a45c6,standard,18,9.757620940536064,3.4842362965923117,0.5174318903965835,6.7337100036911774,0.8282544089768359,34.70971192094527,2.2798846968993107,9.292063880938167,0.0,1.0,1.0000000000000004,51000,18,136705,32,0.4655359387397766,0.4909469187259674,0.495339035987854,0.6997791935838151,0.7029024081943831,0.09544156491756439,11.611332893371582,0.00738778430968523,23.684571608901024
ordinal_kappa,A,black-friday,regression,mlp,AdamW,0.0001,1,ordinal_kappa_1,9d7e9b404e7a45c6,standard,18,9.757620940536064,3.4842362965923117,0.5174318903965835,6.7337100036911774,0.8282544089768359,34.70971192094527,2.2798846968993107,9.292063880938167,0.0,1.0,1.0000000000000004,51000,18,136705,36,0.4634629786014557,0.4910240173339844,0.4953586459159851,0.6998341382543742,0.7029163378291727,0.13602428138256073,12.068153381347656,0.007339203264564276,23.87181970011443
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,ordinal_kappa_1,ae5eda1e4664e699,standard,23,17.293994282626116,2.0804162080625117,0.061689967669389376,33.723736397657675,1.527935685970167,22.958524992882843,-14.356015518928555,1.0040059693246546,0.0,1.0,1.0000000000000007,51000,23,137985,25,0.021768417209386826,0.024087294936180115,0.02388385497033596,0.1548357456609759,0.15418049216433438,0.0927995815873146,9.050742149353027,0.008294419385492802,7.130474160891026
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,ordinal_kappa_1,ae5eda1e4664e699,standard,23,17.293994282626116,2.0804162080625117,0.061689967669389376,33.723736397657675,1.527935685970167,22.958524992882843,-14.356015518928555,1.0040059693246546,0.0,1.0,1.0000000000000007,51000,23,137985,34,0.02093346416950226,0.02327464148402214,0.023308685049414635,0.1522014265066467,0.15231268446814283,0.0874560996890068,9.130270004272461,0.008320960216224194,8.35952899302356
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,ordinal_kappa_1,ae5eda1e4664e699,standard,23,17.293994282626116,2.0804162080625117,0.061689967669389376,33.723736397657675,1.527935685970167,22.958524992882843,-14.356015518928555,1.0040059693246546,0.0,1.0,1.0000000000000007,51000,23,137985,36,0.02115844376385212,0.022960128262639046,0.023436402902007103,0.1511695698648179,0.15272941124214867,0.06568547338247299,9.223601341247559,0.008290852420032024,8.421131587820128
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,ordinal_kappa_1,ae5eda1e4664e699,standard,23,17.293994282626116,2.0804162080625117,0.061689967669389376,33.723736397657675,1.527935685970167,22.958524992882843,-14.356015518928555,1.0040059693246546,0.0,1.0,1.0000000000000007,51000,23,137985,38,0.02124299854040146,0.023064039647579193,0.023875152692198753,0.151511252519418,0.15415239521788493,0.08171349763870239,9.214797019958496,0.008350193500518799,8.213181097991765
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,ordinal_kappa_3,ae5eda1e4664e699,standard,23,14.915867914163359,2.158555151569483,0.06167694420855148,34.99776422565047,1.5440403010509332,28.28951710213201,-14.356015298925517,2.874314698400577,0.0,3.0,3.0,51000,23,137985,40,0.020248834043741226,0.02253236249089241,0.02262463979423046,0.14975473251694105,0.15006107842989547,0.0828535184264183,9.24254322052002,0.008359361439943314,8.551901071099564
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,ordinal_kappa_3,ae5eda1e4664e699,standard,23,14.915867914163359,2.158555151569483,0.06167694420855148,34.99776422565047,1.5440403010509332,28.28951710213201,-14.356015298925517,2.874314698400577,0.0,3.0,3.0,51000,23,137985,40,0.02047276496887207,0.023447543382644653,0.023385366424918175,0.15276571428089447,0.15256302974761837,0.09531046450138092,9.245631217956543,0.008295374922454357,8.186140523990616
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,ordinal_kappa_3,ae5eda1e4664e699,standard,23,14.915867914163359,2.158555151569483,0.06167694420855148,34.99776422565047,1.5440403010509332,28.28951710213201,-14.356015298925517,2.874314698400577,0.0,3.0,3.0,51000,23,137985,34,0.02082723192870617,0.023427311331033707,0.02335461415350437,0.15269978308644827,0.1524626835102989,0.08869211375713348,9.165058135986328,0.008320959284901619,8.120706719113514
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,ordinal_kappa_3,ae5eda1e4664e699,standard,23,14.915867914163359,2.158555151569483,0.06167694420855148,34.99776422565047,1.5440403010509332,28.28951710213201,-14.356015298925517,2.874314698400577,0.0,3.0,3.0,51000,23,137985,36,0.021273119375109673,0.022960452362895012,0.023815857246518135,0.1511706253585734,0.15396086026653322,0.06709395349025726,9.260172843933105,0.008290800265967846,8.454361934913322
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,ordinal_kappa_3,ae5eda1e4664e699,standard,23,14.915867914163359,2.158555151569483,0.06167694420855148,34.99776422565047,1.5440403010509332,28.28951710213201,-14.356015298925517,2.874314698400577,0.0,3.0,3.0,51000,23,137985,38,0.021238379180431366,0.022947076708078384,0.023939473554491997,0.1511265919430267,0.1543599112366616,0.08336377143859863,9.2158842086792,0.008350512944161892,8.286240231012926
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,ordinal_kappa_10,ae5eda1e4664e699,standard,23,10.067314600691615,3.3132196884469196,0.06162651392480514,53.762893232766864,1.7304826320921867,53.80085534193532,-14.356015398242638,9.513869647265897,0.0,10.0,9.999999999999998,51000,23,137985,39,0.020647481083869934,0.022775014862418175,0.023277508094906807,0.15055894442809237,0.15221079215546318,0.09021485596895218,9.530267715454102,0.008361517451703548,8.750134678091854
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,ordinal_kappa_10,ae5eda1e4664e699,standard,23,10.067314600691615,3.3132196884469196,0.06162651392480514,53.762893232766864,1.7304826320921867,53.80085534193532,-14.356015398242638,9.513869647265897,0.0,10.0,9.999999999999998,51000,23,137985,40,0.020528940483927727,0.023583419620990753,0.023729465901851654,0.15320769857448635,0.15368136254685272,0.10418740659952164,9.450721740722656,0.008295489475131035,8.511419421993196
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,ordinal_kappa_10,ae5eda1e4664e699,standard,23,10.067314600691615,3.3132196884469196,0.06162651392480514,53.762893232766864,1.7304826320921867,53.80085534193532,-14.356015398242638,9.513869647265897,0.0,10.0,9.999999999999998,51000,23,137985,34,0.020903635770082474,0.023436173796653748,0.023998068645596504,0.15272866793668705,0.1545486959578053,0.09507735818624496,9.544987678527832,0.008322475478053093,8.017454982968047
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,ordinal_kappa_10,ae5eda1e4664e699,standard,23,10.067314600691615,3.3132196884469196,0.06162651392480514,53.762893232766864,1.7304826320921867,53.80085534193532,-14.356015398242638,9.513869647265897,0.0,10.0,9.999999999999998,51000,23,137985,36,0.021439751610159874,0.02346089482307434,0.024150628596544266,0.15280919765039958,0.15503917349971363,0.07398379594087601,9.502361297607422,0.008291206322610378,8.254738884977996
ordinal_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,ordinal_kappa_10,ae5eda1e4664e699,standard,23,10.067314600691615,3.3132196884469196,0.06162651392480514,53.762893232766864,1.7304826320921867,53.80085534193532,-14.356015398242638,9.513869647265897,0.0,10.0,9.999999999999998,51000,23,137985,35,0.02123175747692585,0.023159801959991455,0.023991353809833527,0.1518254626041564,0.15452708063498122,0.09152442216873169,9.489592552185059,0.008350836113095284,7.997110727941617
