experiment,intervention_class,dataset,task,model,optimizer,weight_decay,seed,representation,split_fingerprint,regularizer,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,target_kappa,realized_block_kappa_mean,realized_block_kappa_max,categorical_cardinalities,categorical_entropy_mean,transform_seed,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,categorical_kappa_3,cf26f38091e76190,standard,98,75.74256616895511,2.3281088024172005,0.08813312868591111,26.41581930801658,1.4218640852267244,128.40373875927153,-3.901122076948889,4.020346722999055,0.0,3.0,3.000000000000001,3.000000000000002,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,6,0.3096783024458727,0.3272572383316799,0.32473710849937915,0.844311377245509,0.8506848473680978,0.06453651189804077,9.88424015045166,0.01726330816745758,2.015509287826717
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,categorical_kappa_10,cf26f38091e76190,standard,98,50.986925029068054,3.7004616437249647,0.052662837133121296,70.26703924763729,1.8467516546116047,236.15225015802898,-2.8608967488624786,6.86948067049538,0.0,10.0,10.0,10.000000000000007,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,9,0.30113980175427585,0.32794110492341155,0.32711574201255544,0.8453861507753724,0.848965051286776,0.061578962951898575,10.179146766662598,0.017338082194328308,2.7063556269276887
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,categorical_kappa_10,cf26f38091e76190,standard,98,50.986925029068054,3.7004616437249647,0.052662837133121296,70.26703924763729,1.8467516546116047,236.15225015802898,-2.8608967488624786,6.86948067049538,0.0,10.0,10.0,10.000000000000007,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,10,0.2977204059926297,0.3271396078447266,0.3276631191802353,0.8498387839705205,0.8491493151526319,0.059999383985996246,10.423006057739258,0.0172997135668993,3.1488595160190016
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,categorical_kappa_10,cf26f38091e76190,standard,98,50.986925029068054,3.7004616437249647,0.052662837133121296,70.26703924763729,1.8467516546116047,236.15225015802898,-2.8608967488624786,6.86948067049538,0.0,10.0,10.0,10.000000000000007,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,5,0.31474910238800263,0.32934282751884253,0.32926105826215557,0.8403193612774451,0.8474295190713101,0.0756489485502243,9.728546142578125,0.017379822209477425,2.2224498509895056
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,categorical_kappa_10,cf26f38091e76190,standard,98,50.986925029068054,3.7004616437249647,0.052662837133121296,70.26703924763729,1.8467516546116047,236.15225015802898,-2.8608967488624786,6.86948067049538,0.0,10.0,10.0,10.000000000000007,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,8,0.30478575463103913,0.32847107435468814,0.32783670303425305,0.8446184553968985,0.8486579448436828,0.06678829342126846,10.09878158569336,0.017295988276600838,2.8004233660176396
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,categorical_kappa_10,cf26f38091e76190,standard,98,50.986925029068054,3.7004616437249647,0.052662837133121296,70.26703924763729,1.8467516546116047,236.15225015802898,-2.8608967488624786,6.86948067049538,0.0,10.0,10.0,10.000000000000007,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,10,0.29839785757058535,0.327764532004306,0.3288376970908292,0.8483033932135728,0.8488422087095387,0.06876680999994278,10.333158493041992,0.017270108684897423,3.262550974963233
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,categorical_kappa_30,cf26f38091e76190,standard,98,35.597792352313874,6.283590211802471,0.031196423772554,201.42020949627724,2.3041030433396785,513.7073218056325,-1.5292870885990206,20.32479249264333,0.0,30.0,30.000000000000004,30.00000000000005,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,9,0.3029685072631655,0.33143354261445124,0.33039053221978587,0.8433901427913404,0.8462625145875561,0.07200498133897781,10.1483793258667,0.017342133447527885,3.06369957793504
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,categorical_kappa_30,cf26f38091e76190,standard,98,35.597792352313874,6.283590211802471,0.031196423772554,201.42020949627724,2.3041030433396785,513.7073218056325,-1.5292870885990206,20.32479249264333,0.0,30.0,30.000000000000004,30.00000000000005,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,10,0.30132768103432234,0.3292649492576851,0.3287388823525019,0.8467680024566252,0.8470609913395983,0.06957554817199707,10.360107421875,0.017304040491580963,3.371984772151336
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,categorical_kappa_30,cf26f38091e76190,standard,98,35.597792352313874,6.283590211802471,0.031196423772554,201.42020949627724,2.3041030433396785,513.7073218056325,-1.5292870885990206,20.32479249264333,0.0,30.0,30.000000000000004,30.00000000000005,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,6,0.315411482820493,0.3319270214713688,0.3317210921472669,0.8415476738830032,0.8451569313924207,0.08847641944885254,9.816429138183594,0.017385276034474373,2.506354835117236
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,categorical_kappa_30,cf26f38091e76190,standard,98,35.597792352313874,6.283590211802471,0.031196423772554,201.42020949627724,2.3041030433396785,513.7073218056325,-1.5292870885990206,20.32479249264333,0.0,30.0,30.000000000000004,30.00000000000005,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,8,0.30683167125573785,0.33022539176860316,0.3302242326834383,0.8430830646399509,0.8465696210306493,0.07723043113946915,10.073087692260742,0.017299281433224678,2.8943306538276374
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,categorical_kappa_30,cf26f38091e76190,standard,98,35.597792352313874,6.283590211802471,0.031196423772554,201.42020949627724,2.3041030433396785,513.7073218056325,-1.5292870885990206,20.32479249264333,0.0,30.0,30.000000000000004,30.00000000000005,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,6,0.313834408461759,0.3307809186087478,0.33010607414007337,0.8415476738830032,0.8480437319574965,0.08290953189134598,9.87105941772461,0.01727421022951603,2.468061058083549
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,categorical_kappa_100,cf26f38091e76190,standard,98,26.072256445269137,11.399740164767927,0.017284136003784117,659.5493209653126,2.8192472775505757,1373.8961166706551,0.18230899065393125,67.25505116714271,0.0,100.0,100.00000000000007,100.00000000000016,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,9,0.3064752005469327,0.3329286460174165,0.3318558984905583,0.8412405957316137,0.8444812972176157,0.10759473592042923,10.184359550476074,0.017344510182738304,3.1282052809838206
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,categorical_kappa_100,cf26f38091e76190,standard,98,26.072256445269137,11.399740164767927,0.017284136003784117,659.5493209653126,2.8192472775505757,1373.8961166706551,0.18230899065393125,67.25505116714271,0.0,100.0,100.00000000000007,100.00000000000016,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,10,0.3058191920254012,0.332472500707891,0.3321709298515197,0.844925533548288,0.8470609913395983,0.10160064697265625,10.354447364807129,0.01730654388666153,3.230308784171939
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,categorical_kappa_100,cf26f38091e76190,standard,98,26.072256445269137,11.399740164767927,0.017284136003784117,659.5493209653126,2.8192472775505757,1373.8961166706551,0.18230899065393125,67.25505116714271,0.0,100.0,100.00000000000007,100.00000000000016,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,4,0.3209692156633425,0.3358849975894631,0.33506642074948884,0.8393981268232765,0.8413488114980652,0.12815390527248383,9.682149887084961,0.017387554049491882,1.875414676964283
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,categorical_kappa_100,cf26f38091e76190,standard,98,26.072256445269137,11.399740164767927,0.017284136003784117,659.5493209653126,2.8192472775505757,1373.8961166706551,0.18230899065393125,67.25505116714271,0.0,100.0,100.00000000000007,100.00000000000016,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,8,0.3096774024703421,0.3332484117183755,0.3338592974683337,0.8430830646399509,0.8443584546403784,0.1128503680229187,10.125438690185547,0.017303286120295525,2.4985693730413914
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,categorical_kappa_100,cf26f38091e76190,standard,98,26.072256445269137,11.399740164767927,0.017284136003784117,659.5493209653126,2.8192472775505757,1373.8961166706551,0.18230899065393125,67.25505116714271,0.0,100.0,100.00000000000007,100.00000000000016,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,6,0.315857827465855,0.3335144908615362,0.3333358674621027,0.8387839705204975,0.8444812972176157,0.12990671396255493,9.95980167388916,0.017277495935559273,2.1531294831074774
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,categorical_kappa_300,cf26f38091e76190,standard,98,21.06529430931021,19.698154252327253,0.010026095793675076,1964.6884148816691,3.2932936842649716,3605.216746891346,1.8833951637331436,200.96313533534362,0.0,300.0,299.9999999999991,300.00000000000057,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,9,0.31050060279047,0.33451496988811236,0.33344427865332604,0.8401658222017504,0.843744241754192,0.18533390760421753,10.357620239257812,0.017346693202853203,2.5588172739371657
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,categorical_kappa_300,cf26f38091e76190,standard,98,21.06529430931021,19.698154252327253,0.010026095793675076,1964.6884148816691,3.2932936842649716,3605.216746891346,1.8833951637331436,200.96313533534362,0.0,300.0,299.9999999999991,300.00000000000057,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,10,0.310199147477134,0.3345529767237534,0.33408723396339285,0.8404729003531399,0.8468153061851238,0.1659182608127594,10.548245429992676,0.017307966947555542,2.7410801029764116
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,categorical_kappa_300,cf26f38091e76190,standard,98,21.06529430931021,19.698154252327253,0.010026095793675076,1964.6884148816691,3.2932936842649716,3605.216746891346,1.8833951637331436,200.96313533534362,0.0,300.0,299.9999999999991,300.00000000000057,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,8,0.3135301362134716,0.33796651914137205,0.33645949849246237,0.8380162751420236,0.8435599778883361,0.20527209341526031,10.244998931884766,0.01738893613219261,2.3711843150667846
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,categorical_kappa_300,cf26f38091e76190,standard,98,21.06529430931021,19.698154252327253,0.010026095793675076,1964.6884148816691,3.2932936842649716,3605.216746891346,1.8833951637331436,200.96313533534362,0.0,300.0,299.9999999999991,300.00000000000057,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,8,0.3133746863148289,0.3356595908562196,0.3357342163776778,0.8413941348073085,0.8447884036607088,0.18768702447414398,10.334284782409668,0.01730467937886715,2.3687949050217867
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,categorical_kappa_300,cf26f38091e76190,standard,98,21.06529430931021,19.698154252327253,0.010026095793675076,1964.6884148816691,3.2932936842649716,3605.216746891346,1.8833951637331436,200.96313533534362,0.0,300.0,299.9999999999991,300.00000000000057,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,9,0.3105358920084441,0.33604251466920165,0.3356675632933895,0.8380162751420236,0.8445427185062343,0.23285891115665436,10.47876262664795,0.017278458923101425,2.4394518830813468
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,categorical_kappa_1000,cf26f38091e76190,standard,98,17.64482174787011,35.91539463700714,0.005505233786758384,6523.863659231628,3.8145048762397757,10829.513532342859,3.8363643782750163,668.0459641420719,0.0,1000.0,1000.0000000000063,1000.0000000000158,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,10,0.3152016733955013,0.3380060181927686,0.33784675885179116,0.8401658222017504,0.8438056630428107,0.29703488945961,11.030552864074707,0.01730947010219097,2.631512101041153
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,categorical_kappa_1000,cf26f38091e76190,standard,98,17.64482174787011,35.91539463700714,0.005505233786758384,6523.863659231628,3.8145048762397757,10829.513532342859,3.8363643782750163,668.0459641420719,0.0,1000.0,1000.0000000000063,1000.0000000000158,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,8,0.31748486561990635,0.3391132577606699,0.33814476567887464,0.8395516658989712,0.8433757140224802,0.35595840215682983,10.60644817352295,0.01738939993083477,2.237834031926468
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,categorical_kappa_1000,cf26f38091e76190,standard,98,17.64482174787011,35.91539463700714,0.005505233786758384,6523.863659231628,3.8145048762397757,10829.513532342859,3.8363643782750163,668.0459641420719,0.0,1000.0,1000.0000000000063,1000.0000000000158,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,12,0.31146056031921165,0.33685773618853726,0.3388391383101738,0.8412405957316137,0.8439899269086666,0.36102813482284546,11.319985389709473,0.017305683344602585,2.9110748250968754
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,categorical_kappa_1000,cf26f38091e76190,standard,98,17.64482174787011,35.91539463700714,0.005505233786758384,6523.863659231628,3.8145048762397757,10829.513532342859,3.8363643782750163,668.0459641420719,0.0,1000.0,1000.0000000000063,1000.0000000000158,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,9,0.3151791330871584,0.3375811390210353,0.3379737495883055,0.8383233532934131,0.8436828204655734,0.4819210171699524,10.943507194519043,0.01727953553199768,2.5264447939116508
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,categorical_kappa_3000,cf26f38091e76190,standard,98,15.56154815823964,62.1618313964219,0.003182115341559911,19534.751171511412,4.290807883667904,30280.854316770663,5.667545307666945,2000.9877072083739,0.0,3000.0,3000.000000000023,3000.000000000104,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,9,0.3189189165378226,0.339482255880443,0.3396832524062483,0.8360202671579917,0.8415330753639212,0.6575864553451538,11.363754272460938,0.01734812743961811,2.6073089679703116
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,categorical_kappa_3000,cf26f38091e76190,standard,98,15.56154815823964,62.1618313964219,0.003182115341559911,19534.751171511412,4.290807883667904,30280.854316770663,5.667545307666945,2000.9877072083739,0.0,3000.0,3000.000000000023,3000.000000000104,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,13,0.31385113934333864,0.3414628042477352,0.3405889454869232,0.8335636419468755,0.8417787605183957,0.5165020823478699,12.292089462280273,0.017309976741671562,3.1140239611268044
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,categorical_kappa_3000,cf26f38091e76190,standard,98,15.56154815823964,62.1618313964219,0.003182115341559911,19534.751171511412,4.290807883667904,30280.854316770663,5.667545307666945,2000.9877072083739,0.0,3000.0,3000.000000000023,3000.000000000104,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,19,0.3095136313756606,0.3415863046000824,0.341503849870184,0.837095040687855,0.8409188624777347,0.5784440636634827,13.13868236541748,0.017390232533216476,4.161999225849286
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,categorical_kappa_3000,cf26f38091e76190,standard,98,15.56154815823964,62.1618313964219,0.003182115341559911,19534.751171511412,4.290807883667904,30280.854316770663,5.667545307666945,2000.9877072083739,0.0,3000.0,3000.000000000023,3000.000000000104,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,13,0.31456159597919875,0.3399453920164512,0.3410214116556024,0.8366344234607708,0.8420244456728703,0.6744768619537354,12.24986457824707,0.017305873334407806,3.0649085850454867
categorical_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,categorical_kappa_3000,cf26f38091e76190,standard,98,15.56154815823964,62.1618313964219,0.003182115341559911,19534.751171511412,4.290807883667904,30280.854316770663,5.667545307666945,2000.9877072083739,0.0,3000.0,3000.000000000023,3000.000000000104,9;16;7;15;6;5;42,1.3688505018527373,41000,100,157697,22,0.3079663247045164,0.33957020683306777,0.34216711991232945,0.8346384154767388,0.8368650574289048,0.9501674771308899,13.826462745666504,0.017280034720897675,4.57410639594309
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,categorical_kappa_1,ae5eda1e4664e699,standard,23,17.293994330599265,2.0804162094075918,0.06168996766886096,33.723736419750416,1.5279356862546773,22.958525234842497,-14.356015276968884,1.0040059693246546,0.0,1.0,1.0000000000000004,1.0000000000000004,5;7;8,1.6993689965665926,41000,23,137985,40,0.020257826894521713,0.022718094289302826,0.02270462177693844,0.1503706800207718,0.15032608169307426,0.08128008991479874,9.125524520874023,0.008360566571354866,8.178219060180709
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,categorical_kappa_1,ae5eda1e4664e699,standard,23,17.293994330599265,2.0804162094075918,0.06168996766886096,33.723736419750416,1.5279356862546773,22.958525234842497,-14.356015276968884,1.0040059693246546,0.0,1.0,1.0000000000000004,1.0000000000000004,5;7;8,1.6993689965665926,41000,23,137985,40,0.020756728947162628,0.023633059114217758,0.023434041067957878,0.15336886206467604,0.15272171059756623,0.09265825897455215,9.235608100891113,0.008294818922877312,8.07823286484927
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,categorical_kappa_1,ae5eda1e4664e699,standard,23,17.293994330599265,2.0804162094075918,0.06168996766886096,33.723736419750416,1.5279356862546773,22.958525234842497,-14.356015276968884,1.0040059693246546,0.0,1.0,1.0000000000000004,1.0000000000000004,5;7;8,1.6993689965665926,41000,23,137985,34,0.02078595943748951,0.022783439606428146,0.0231469813734293,0.15058678865068487,0.1517834361133561,0.08760373294353485,9.089409828186035,0.008320878259837627,7.978150788927451
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,categorical_kappa_1,ae5eda1e4664e699,standard,23,17.293994330599265,2.0804162094075918,0.06168996766886096,33.723736419750416,1.5279356862546773,22.958525234842497,-14.356015276968884,1.0040059693246546,0.0,1.0,1.0000000000000004,1.0000000000000004,5;7;8,1.6993689965665926,41000,23,137985,36,0.020708758383989334,0.022828739136457443,0.02293340489268303,0.15073641604011012,0.1510815624981614,0.06468063592910767,9.161415100097656,0.008290615864098072,7.996594049036503
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,categorical_kappa_1,ae5eda1e4664e699,standard,23,17.293994330599265,2.0804162094075918,0.06168996766886096,33.723736419750416,1.5279356862546773,22.958525234842497,-14.356015276968884,1.0040059693246546,0.0,1.0,1.0000000000000004,1.0000000000000004,5;7;8,1.6993689965665926,41000,23,137985,39,0.020853564143180847,0.022945895791053772,0.022973304614424706,0.15112269702240777,0.15121293430544913,0.0827615037560463,9.189046859741211,0.0083507364615798,8.004447494866326
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,categorical_kappa_3,ae5eda1e4664e699,standard,23,15.035088435114476,2.122767141912751,0.0616945988612408,34.40766584263124,1.5366552118232375,28.28951665821499,-14.356015637633998,2.678989268504502,0.0,3.0,3.0000000000000013,3.0000000000000018,5;7;8,1.6993689965665926,41000,23,137985,40,0.020203281193971634,0.02266519144177437,0.02289552427828312,0.15019549778957586,0.15095673177893598,0.08169252425432205,9.145294189453125,0.008361469022929668,8.281770806992427
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,categorical_kappa_3,ae5eda1e4664e699,standard,23,15.035088435114476,2.122767141912751,0.0616945988612408,34.40766584263124,1.5366552118232375,28.28951665821499,-14.356015637633998,2.678989268504502,0.0,3.0,3.0000000000000013,3.0000000000000018,5;7;8,1.6993689965665926,41000,23,137985,28,0.021561259403824806,0.023940304294228554,0.023943325504660606,0.15436258713632345,0.15437232443787074,0.09338264912366867,9.070448875427246,0.008295193314552307,6.954085513949394
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,categorical_kappa_3,ae5eda1e4664e699,standard,23,15.035088435114476,2.122767141912751,0.0616945988612408,34.40766584263124,1.5366552118232375,28.28951665821499,-14.356015637633998,2.678989268504502,0.0,3.0,3.0000000000000013,3.0000000000000018,5;7;8,1.6993689965665926,41000,23,137985,34,0.02090492472052574,0.02305758371949196,0.023614617064595222,0.15149005344765243,0.1533089962427967,0.08811511099338531,9.181182861328125,0.00832162145525217,8.08299192902632
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,categorical_kappa_3,ae5eda1e4664e699,standard,23,15.035088435114476,2.122767141912751,0.0616945988612408,34.40766584263124,1.5366552118232375,28.28951665821499,-14.356015637633998,2.678989268504502,0.0,3.0,3.0000000000000013,3.0000000000000018,5;7;8,1.6993689965665926,41000,23,137985,36,0.02085869200527668,0.022979428991675377,0.02317683957517147,0.15123309274956842,0.15188129971043374,0.0654701292514801,9.246209144592285,0.008290878497064114,7.7497798330150545
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,categorical_kappa_3,ae5eda1e4664e699,standard,23,15.035088435114476,2.122767141912751,0.0616945988612408,34.40766584263124,1.5366552118232375,28.28951665821499,-14.356015637633998,2.678989268504502,0.0,3.0,3.0000000000000013,3.0000000000000018,5;7;8,1.6993689965665926,41000,23,137985,36,0.02080606482923031,0.022909192368388176,0.023360850289463997,0.15100179095601973,0.15248303521383821,0.08391961455345154,9.26388168334961,0.008351166732609272,7.802014318993315
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,categorical_kappa_10,ae5eda1e4664e699,standard,23,10.15189302792857,3.228889607130318,0.06169497647305086,52.336345545746944,1.7188033941784098,53.800856349427406,-14.356015072097032,8.638342653065433,0.0,10.0,9.999999999999995,10.0,5;7;8,1.6993689965665926,41000,23,137985,40,0.020294351503252983,0.022824568673968315,0.023282818496227264,0.15072263515685158,0.15222815577104676,0.08688828349113464,9.25370979309082,0.00836114026606083,8.101461200043559
