dataset,task,seed,bins,left_column,right_column,left_cardinality,right_cardinality,pair_cardinality,mean_fit_cardinality,baseline_loss,corrected_loss,relative_gain,fold_wins
microsoft,regression,0,16,3,22,8,44,141,132.4,0.8392574526354838,0.8393672953213424,-0.0001308807988700357,1
microsoft,regression,0,16,3,23,8,12,36,34.8,0.8392574526354838,0.8394231800903946,-0.00019746914893684756,0
microsoft,regression,0,16,3,26,8,20,57,54.8,0.8392574526354838,0.8394618107226676,-0.00024349868629946502,0
microsoft,regression,0,16,3,27,8,21,57,53.6,0.8392574526354838,0.8391866260059699,8.43920173618238e-05,3
microsoft,regression,0,16,3,28,8,5,21,20.6,0.8392574526354838,0.8394393219890784,-0.00021670269715632346,0
microsoft,regression,0,16,3,31,8,34,90,84.6,0.8392574526354838,0.8394285268967809,-0.000203840026394674,1
microsoft,regression,0,16,3,32,8,36,93,87.2,0.8392574526354838,0.8394173232197273,-0.00019049051484911888,1
microsoft,regression,0,16,3,33,8,7,28,27.0,0.8392574526354838,0.8394133028380516,-0.0001857001115431256,0
microsoft,regression,0,16,3,36,8,103,272,250.4,0.8392574526354838,0.8395928689739138,-0.0003996584568617719,1
microsoft,regression,0,16,3,37,8,119,326,305.2,0.8392574526354838,0.8397081206597267,-0.0005369842386596146,0
microsoft,regression,0,16,3,38,8,52,102,96.0,0.8392574526354838,0.8397846631728579,-0.0006281868998822339,0
microsoft,regression,0,16,3,43,8,64,114,106.8,0.8392574526354838,0.8397561465597835,-0.000594208514602593,0
microsoft,regression,0,16,3,53,8,75,194,182.4,0.8392574526354838,0.8397087190994491,-0.0005376972972336722,0
microsoft,regression,0,16,3,58,8,100,265,248.2,0.8392574526354838,0.8398907288434889,-0.00075456727374476,0
microsoft,regression,0,16,3,120,8,20,85,81.8,0.8392574526354838,0.8396572447670916,-0.0004763641125286886,0
microsoft,regression,0,16,3,123,8,106,402,385.6,0.8392574526354838,0.8401464567207888,-0.0010592745795861697,0
microsoft,regression,0,16,4,5,17,44,99,95.4,0.8392574526354838,0.8394086538112587,-0.0001801606590446464,0
microsoft,regression,0,16,4,6,17,27,90,86.6,0.8392574526354838,0.8395478006418328,-0.00034595821036465684,0
microsoft,regression,0,16,4,7,17,38,152,143.8,0.8392574526354838,0.8394889334931576,-0.0002758162670428033,0
microsoft,regression,0,16,4,8,17,30,116,110.2,0.8392574526354838,0.839616117027479,-0.00042735919814458466,0
microsoft,regression,0,16,4,9,17,45,78,75.0,0.8392574526354838,0.839321219989385,-7.598068232934739e-05,1
microsoft,regression,0,16,4,11,17,122,450,416.8,0.8392574526354838,0.8397796637354863,-0.0006222299228474219,0
microsoft,regression,0,16,4,13,17,61,333,313.8,0.8392574526354838,0.8395450644433812,-0.0003426979492338211,2
microsoft,regression,0,16,4,21,17,45,163,151.8,0.8392574526354838,0.839648453536261,-0.0004658891017880361,0
microsoft,regression,0,16,4,22,17,44,196,185.4,0.8392574526354838,0.8394712305160625,-0.00025472264786857685,2
microsoft,regression,0,16,4,23,17,12,88,84.6,0.8392574526354838,0.8396220672363695,-0.00043444904747723894,0
microsoft,regression,0,16,4,26,17,20,65,61.2,0.8392574526354838,0.8394885301669213,-0.00027533569194033465,0
microsoft,regression,0,16,4,27,17,21,65,60.8,0.8392574526354838,0.8394430007419947,-0.00022108603972270712,1
microsoft,regression,0,16,4,28,17,5,30,29.4,0.8392574526354838,0.8394348173574098,-0.0002113352957057526,0
microsoft,regression,0,16,4,31,17,34,122,112.6,0.8392574526354838,0.839521898598582,-0.00031509516211947913,1
microsoft,regression,0,16,4,32,17,36,134,126.6,0.8392574526354838,0.8395216877235172,-0.0003148438982622668,0
microsoft,regression,0,16,4,33,17,7,57,55.2,0.8392574526354838,0.8395116094214721,-0.0003028353042206087,0
microsoft,regression,0,16,4,36,17,103,244,226.2,0.8392574526354838,0.8397395945195015,-0.000574486270576079,0
microsoft,regression,0,16,4,37,17,119,314,294.4,0.8392574526354838,0.8396708624960744,-0.000492590038125204,2
microsoft,regression,0,16,4,38,17,52,158,149.4,0.8392574526354838,0.8396816370280601,-0.000505428210669147,0
microsoft,regression,0,16,4,43,17,64,161,151.0,0.8392574526354838,0.8395870774912737,-0.00039275773453641084,0
microsoft,regression,0,16,4,53,17,75,203,191.2,0.8392574526354838,0.8397042144677802,-0.0005323298957828368,0
microsoft,regression,0,16,4,58,17,100,371,344.4,0.8392574526354838,0.8398002814475923,-0.0006467965347271216,0
microsoft,regression,0,16,4,120,17,20,137,131.0,0.8392574526354838,0.8394417357938101,-0.00021957881666419214,2
microsoft,regression,0,16,4,123,17,106,561,536.4,0.8392574526354838,0.8404510361849183,-0.0014221899915054586,0
microsoft,regression,0,16,5,6,44,27,125,118.4,0.8392574526354838,0.8395196370762606,-0.00031240049159352907,0
microsoft,regression,0,16,5,7,44,38,156,146.8,0.8392574526354838,0.8394563430911515,-0.0002369838421370109,1
microsoft,regression,0,16,5,8,44,30,150,142.8,0.8392574526354838,0.8397547267566825,-0.0005925167773454277,0
microsoft,regression,0,16,5,9,44,45,80,76.8,0.8392574526354838,0.8395006088947197,-0.0002897278522487993,0
microsoft,regression,0,16,5,11,44,122,548,501.4,0.8392574526354838,0.8395937957906614,-0.00040076278634333944,0
microsoft,regression,0,16,5,13,44,61,493,458.6,0.8392574526354838,0.839771527332137,-0.0006125351583580033,2
microsoft,regression,0,16,5,21,44,45,214,197.6,0.8392574526354838,0.8398197971006012,-0.0006700500106987141,0
microsoft,regression,0,16,5,22,44,44,230,213.2,0.8392574526354838,0.8397053042109596,-0.0005336283569117061,0
microsoft,regression,0,16,5,23,44,12,141,133.6,0.8392574526354838,0.8395946556797425,-0.0004017873695369119,0
microsoft,regression,0,16,5,26,44,20,83,78.6,0.8392574526354838,0.8394736576999009,-0.00025761470897657,0
microsoft,regression,0,16,5,27,44,21,65,61.4,0.8392574526354838,0.8394088892534768,-0.00018044119538938267,0
microsoft,regression,0,16,5,28,44,5,59,57.0,0.8392574526354838,0.8394826519220786,-0.00026833158989250454,0
microsoft,regression,0,16,5,31,44,34,179,165.4,0.8392574526354838,0.8396447495704829,-0.00046147571735329583,0
microsoft,regression,0,16,5,32,44,36,183,168.4,0.8392574526354838,0.8396130493559321,-0.0004237039770473354,0
microsoft,regression,0,16,5,33,44,7,102,96.8,0.8392574526354838,0.8394369630703784,-0.00021389197597340996,0
microsoft,regression,0,16,5,36,44,103,289,265.2,0.8392574526354838,0.8397343548748651,-0.0005682430795029034,0
microsoft,regression,0,16,5,37,44,119,314,291.8,0.8392574526354838,0.8396981699104996,-0.0005251276275615516,1
microsoft,regression,0,16,5,38,44,52,193,183.2,0.8392574526354838,0.8397435785426747,-0.000579233351654277,0
microsoft,regression,0,16,5,43,44,64,198,185.2,0.8392574526354838,0.8396150959169425,-0.0004261425148333406,0
microsoft,regression,0,16,5,53,44,75,203,190.6,0.8392574526354838,0.8397040374355,-0.0005321189566012868,0
microsoft,regression,0,16,5,58,44,100,486,451.0,0.8392574526354838,0.8400926813559361,-0.0009951996468180796,0
microsoft,regression,0,16,5,120,44,20,236,219.6,0.8392574526354838,0.8395903198385356,-0.0003966210868983333,2
microsoft,regression,0,16,5,123,44,106,738,689.6,0.8392574526354838,0.8400785712372764,-0.0009783870244035923,0
microsoft,regression,0,16,6,7,27,38,135,127.2,0.8392574526354838,0.8393754315130977,-0.00014057531123900667,2
microsoft,regression,0,16,6,8,27,30,128,120.4,0.8392574526354838,0.839499733515183,-0.0002886848117206673,1
microsoft,regression,0,16,6,9,27,45,108,102.8,0.8392574526354838,0.8395629448006172,-0.00036400292207605835,0
microsoft,regression,0,16,6,11,27,122,520,477.8,0.8392574526354838,0.8401805141606296,-0.0010998550233270053,0
microsoft,regression,0,16,6,13,27,61,272,256.8,0.8392574526354838,0.8400159676987347,-0.0009037930623897734,0
microsoft,regression,0,16,6,21,27,45,182,166.8,0.8392574526354838,0.8396961764205108,-0.0005227523254625346,1
microsoft,regression,0,16,6,22,27,44,224,205.6,0.8392574526354838,0.8397515779448574,-0.000588764875214357,1
microsoft,regression,0,16,6,23,27,12,116,109.8,0.8392574526354838,0.8396241350325427,-0.000436912887585891,0
microsoft,regression,0,16,6,26,27,20,45,42.4,0.8392574526354838,0.8394560442290244,-0.0002366277391008,0
microsoft,regression,0,16,6,27,27,21,79,74.0,0.8392574526354838,0.8393519162042663,-0.00011255612742653678,1
microsoft,regression,0,16,6,28,27,5,46,43.6,0.8392574526354838,0.8395569713190356,-0.00035688534264576304,0
microsoft,regression,0,16,6,31,27,34,142,131.0,0.8392574526354838,0.8395946579805544,-0.00040179011102223103,0
microsoft,regression,0,16,6,32,27,36,145,135.4,0.8392574526354838,0.8395487171001322,-0.00034705019744989926,0
microsoft,regression,0,16,6,33,27,7,69,65.8,0.8392574526354838,0.839397293862461,-0.00016662494510838284,1
microsoft,regression,0,16,6,36,27,103,214,195.2,0.8392574526354838,0.8395978331745038,-0.0004055734482322278,1
microsoft,regression,0,16,6,37,27,119,323,299.6,0.8392574526354838,0.8396570129631288,-0.0004760879112723584,0
microsoft,regression,0,16,6,38,27,52,176,165.8,0.8392574526354838,0.8396989753785116,-0.0005260873664467121,1
microsoft,regression,0,16,6,43,27,64,170,157.8,0.8392574526354838,0.8394113522962917,-0.00018337598352524229,1
microsoft,regression,0,16,6,53,27,75,200,186.8,0.8392574526354838,0.8394599593126998,-0.00024129267673474183,1
microsoft,regression,0,16,6,58,27,100,376,352.2,0.8392574526354838,0.8400136850316418,-0.0009010731972450162,0
microsoft,regression,0,16,6,120,27,20,138,130.0,0.8392574526354838,0.8390521475929387,0.00024462701153312675,3
microsoft,regression,0,16,6,123,27,106,640,600.0,0.8392574526354838,0.8404187259054315,-0.0013836913408407075,0
microsoft,regression,0,16,7,8,38,30,152,145.2,0.8392574526354838,0.8390788870851517,0.00021276611815765348,4
microsoft,regression,0,16,7,9,38,45,156,146.8,0.8392574526354838,0.8394862292363643,-0.00027259406533964144,1
microsoft,regression,0,16,7,11,38,122,569,526.2,0.8392574526354838,0.839918495860378,-0.0007876524930680053,0
microsoft,regression,0,16,7,13,38,61,484,452.8,0.8392574526354838,0.8391799406030893,9.235787201063287e-05,3
microsoft,regression,0,16,7,21,38,45,258,238.2,0.8392574526354838,0.8398077572571285,-0.000655704182210881,0
microsoft,regression,0,16,7,22,38,44,209,195.4,0.8392574526354838,0.8397180753844248,-0.0005488455866486651,0
microsoft,regression,0,16,7,23,38,12,151,144.8,0.8392574526354838,0.8394291850792778,-0.00020462427024591515,1
microsoft,regression,0,16,7,26,38,20,88,83.0,0.8392574526354838,0.839184853584564,8.650390972621188e-05,4
microsoft,regression,0,16,7,27,38,21,57,54.0,0.8392574526354838,0.839344195889194,-0.00010335714438730111,1
microsoft,regression,0,16,7,28,38,5,56,54.2,0.8392574526354838,0.8391283607189016,0.0001538168248334136,3
microsoft,regression,0,16,7,31,38,34,190,177.8,0.8392574526354838,0.8394533843726291,-0.00023345844178088125,1
microsoft,regression,0,16,7,32,38,36,175,162.8,0.8392574526354838,0.8397229002727711,-0.0005545945833732678,0
microsoft,regression,0,16,7,33,38,7,107,101.8,0.8392574526354838,0.8393996960323993,-0.00016948720141692642,2
microsoft,regression,0,16,7,36,38,103,321,296.6,0.8392574526354838,0.8396961933753851,-0.0005227725276952822,0
microsoft,regression,0,16,7,37,38,119,254,236.0,0.8392574526354838,0.8397027918390465,-0.0005306347917009637,0
microsoft,regression,0,16,7,38,38,52,197,188.4,0.8392574526354838,0.8394995406203337,-0.0002884549718202768,1
microsoft,regression,0,16,7,43,38,64,211,198.0,0.8392574526354838,0.8395763003888626,-0.00037991649925478226,0
microsoft,regression,0,16,7,53,38,75,230,215.0,0.8392574526354838,0.8394548393996846,-0.000235192149418435,2
microsoft,regression,0,16,7,58,38,100,569,529.0,0.8392574526354838,0.8396273101390681,-0.00044069612062766543,1
microsoft,regression,0,16,7,120,38,20,221,208.0,0.8392574526354838,0.8392076984279714,5.928360523480385e-05,3
microsoft,regression,0,16,7,123,38,106,802,758.4,0.8392574526354838,0.8399861561261246,-0.0008682716946420755,0
microsoft,regression,0,16,8,9,30,45,129,121.8,0.8392574526354838,0.8396133008623157,-0.0004240036543189742,0
microsoft,regression,0,16,8,11,30,122,479,445.6,0.8392574526354838,0.8400119914326719,-0.0008990552241373307,0
microsoft,regression,0,16,8,13,30,61,407,382.6,0.8392574526354838,0.8398581494286269,-0.0007157479403450947,0
microsoft,regression,0,16,8,21,30,45,237,218.2,0.8392574526354838,0.8397211030440497,-0.0005524531323611178,0
microsoft,regression,0,16,8,22,30,44,264,245.6,0.8392574526354838,0.8396283486008363,-0.00044193347844317536,0
microsoft,regression,0,16,8,23,30,12,83,78.0,0.8392574526354838,0.8397001578364406,-0.0005274962999334548,0
microsoft,regression,0,16,8,26,30,20,83,79.8,0.8392574526354838,0.839674341684589,-0.000496735593822917,0
microsoft,regression,0,16,8,27,30,21,89,84.4,0.8392574526354838,0.83936921975759,-0.000133173821400426,2
microsoft,regression,0,16,8,28,30,5,33,32.4,0.8392574526354838,0.83954687065648,-0.00034485010539662075,0
microsoft,regression,0,16,8,31,30,34,171,159.6,0.8392574526354838,0.8397426042302731,-0.0005780724297006185,0
microsoft,regression,0,16,8,32,30,36,179,166.4,0.8392574526354838,0.8395999711791254,-0.00040812094377720384,0
microsoft,regression,0,16,8,33,30,7,69,65.2,0.8392574526354838,0.8396222175076862,-0.00043462810018180713,0
microsoft,regression,0,16,8,36,30,103,310,286.4,0.8392574526354838,0.8397829871427427,-0.0006261898605828075,1
microsoft,regression,0,16,8,37,30,119,368,343.2,0.8392574526354838,0.839482506006275,-0.00026815772691030185,1
microsoft,regression,0,16,8,38,30,52,95,89.4,0.8392574526354838,0.8397351697230107,-0.0005692139950937689,0
microsoft,regression,0,16,8,43,30,64,102,95.0,0.8392574526354838,0.839704309802414,-0.0005324434898098467,0
microsoft,regression,0,16,8,53,30,75,103,97.6,0.8392574526354838,0.8395822237869872,-0.00038697440276944534,0
microsoft,regression,0,16,8,58,30,100,487,452.8,0.8392574526354838,0.839714769165745,-0.000544906129609052,0
microsoft,regression,0,16,8,120,30,20,187,176.0,0.8392574526354838,0.8398265620655276,-0.0006781106658709985,0
microsoft,regression,0,16,8,123,30,106,728,685.8,0.8392574526354838,0.8400540660863657,-0.0009491884145685192,0
microsoft,regression,0,16,9,11,45,122,536,489.0,0.8392574526354838,0.8396277790069803,-0.00044125479056939773,1
microsoft,regression,0,16,9,13,45,61,485,450.4,0.8392574526354838,0.8396754292052111,-0.0004980314067092926,0
microsoft,regression,0,16,9,21,45,45,194,179.0,0.8392574526354838,0.8397410124303663,-0.0005761757531779528,0
microsoft,regression,0,16,9,22,45,44,228,211.4,0.8392574526354838,0.8397384245991969,-0.000573092276038456,0
microsoft,regression,0,16,9,23,45,12,130,122.4,0.8392574526354838,0.8394376434966235,-0.00021470272390658438,0
microsoft,regression,0,16,9,26,45,20,64,61.0,0.8392574526354838,0.8394567197464553,-0.0002374326380370682,0
microsoft,regression,0,16,9,27,45,21,65,61.4,0.8392574526354838,0.8393911491909118,-0.00015930338778429894,0
microsoft,regression,0,16,9,28,45,5,49,47.0,0.8392574526354838,0.8394078211785079,-0.0001791685525721412,0
microsoft,regression,0,16,9,31,45,34,166,153.0,0.8392574526354838,0.8395929568255958,-0.0003997631347310637,0
microsoft,regression,0,16,9,32,45,36,181,167.0,0.8392574526354838,0.8396256704368943,-0.0004387423671415716,0
microsoft,regression,0,16,9,33,45,7,99,93.4,0.8392574526354838,0.8394491742818353,-0.00022844199446719326,0
microsoft,regression,0,16,9,36,45,103,258,237.8,0.8392574526354838,0.8397038958745873,-0.0005319502825998524,0
microsoft,regression,0,16,9,37,45,119,311,289.4,0.8392574526354838,0.839716578967602,-0.0005470625618830356,0
microsoft,regression,0,16,9,38,45,52,172,162.4,0.8392574526354838,0.8396628367682267,-0.00048302714675922887,0
microsoft,regression,0,16,9,43,45,64,181,169.4,0.8392574526354838,0.839627900114142,-0.00044139909332341343,0
microsoft,regression,0,16,9,53,45,75,119,112.2,0.8392574526354838,0.839443174309015,-0.00022129284994496578,0
microsoft,regression,0,16,9,58,45,100,433,401.8,0.8392574526354838,0.8399507788672325,-0.0008261186475871588,0
microsoft,regression,0,16,9,120,45,20,238,220.8,0.8392574526354838,0.8394565913191624,-0.00023727961313093468,3
microsoft,regression,0,16,9,123,45,106,727,680.0,0.8392574526354838,0.8400625206737298,-0.0009592623046931089,0
microsoft,regression,0,16,11,13,122,61,727,674.2,0.8392574526354838,0.8404954550711761,-0.0014751164041554002,0
microsoft,regression,0,16,11,21,122,45,636,570.8,0.8392574526354838,0.8399340933022678,-0.0008062373049642183,0
microsoft,regression,0,16,11,22,122,44,564,519.6,0.8392574526354838,0.8398239253741079,-0.0006749689703025229,0
microsoft,regression,0,16,11,23,122,12,345,320.6,0.8392574526354838,0.8398067361027498,-0.0006544874466602878,0
microsoft,regression,0,16,11,26,122,20,413,371.4,0.8392574526354838,0.8398769092149015,-0.0007381007788164425,0
microsoft,regression,0,16,11,27,122,21,315,289.4,0.8392574526354838,0.8398350365207026,-0.000688208229078,0
microsoft,regression,0,16,11,28,122,5,213,199.6,0.8392574526354838,0.8397531920670047,-0.0005906881493446094,0
microsoft,regression,0,16,11,31,122,34,516,465.0,0.8392574526354838,0.8399331888196154,-0.0008051595872156413,0
