task_type,rho,method,episodes,loss_mean,loss_ci_low,loss_ci_high
classification,0.5,M5 learned gate,420,0.6473090762445994,0.6409123209309692,0.6537619325395948
classification,0.5,Oracle gate,420,0.6432077457446467,0.6366282891188166,0.6495866985354216
classification,0.75,M0 raw,420,0.6678788189407114,0.6610735155358544,0.6748742254522739
classification,0.75,M1 robust,420,0.6699101923148828,0.6630915336008225,0.6766939321283298
classification,0.75,M2 rank,420,0.6597568715843749,0.6531341341142077,0.666539458963708
classification,0.75,M3 augmentation,420,0.6593330326155378,0.6531606912521977,0.6653543643222704
classification,0.75,M4 50/50,420,0.6506527744140139,0.6445804857191902,0.6566023974269659
classification,0.75,M4 tuned fixed,420,0.6499263221465921,0.6439018106513663,0.655838703440491
classification,0.75,M5 learned gate,420,0.6498118433480803,0.6438676301471024,0.6559052814891143
classification,0.75,Oracle gate,420,0.6455262956686121,0.6395482898656228,0.6515283486647062
classification,0.9,M0 raw,420,0.663954234695706,0.6570266292106295,0.6710533896783211
classification,0.9,M1 robust,420,0.6669905232725116,0.6599871320760925,0.6744178221948441
classification,0.9,M2 rank,420,0.659389463705969,0.6521972343069072,0.6667533522243919
classification,0.9,M3 augmentation,420,0.6552534120613109,0.6491952008933507,0.6612033645570825
classification,0.9,M4 50/50,420,0.6501576120706908,0.6440812805859385,0.6563708214275431
classification,0.9,M4 tuned fixed,420,0.6498770368857701,0.6434061299779746,0.6564020110224693
classification,0.9,M5 learned gate,420,0.6497359334163729,0.6433801982999172,0.6559141612408822
classification,0.9,Oracle gate,420,0.6450824998805478,0.638909867174474,0.6513698528101005
classification,1.0,M0 raw,420,0.6672692307528763,0.6604169557650496,0.6742986168529655
classification,1.0,M1 robust,420,0.66733560782469,0.6605854765650432,0.6742395710264912
classification,1.0,M2 rank,420,0.6554181979158072,0.6488037002288363,0.6624148542181293
classification,1.0,M3 augmentation,420,0.6573405145611535,0.6510114973336086,0.6636993580313468
classification,1.0,M4 50/50,420,0.6507030949231339,0.6444252283305496,0.657073545392127
classification,1.0,M4 tuned fixed,420,0.6496497599260267,0.6433490668749123,0.6560260912873541
classification,1.0,M5 learned gate,420,0.6496685673930201,0.6434342833669984,0.6560309443380272
classification,1.0,Oracle gate,420,0.6453337275645582,0.6391056947650289,0.6516052436866396
regression,0.0,M0 raw,420,0.7260850153098187,0.6944238032777744,0.7584498463254845
regression,0.0,M1 robust,420,0.7394458939460863,0.7071430859489115,0.772609179228896
regression,0.0,M2 rank,420,0.687551030446681,0.6557175998659817,0.7209998674181444
regression,0.0,M3 augmentation,420,0.7256814624052871,0.6945682256013305,0.7585121138033674
regression,0.0,M4 50/50,420,0.696157532768368,0.6639944933356113,0.7283068240273642
regression,0.0,M4 tuned fixed,420,0.6874580629696798,0.6563728595717713,0.7205194192989797
regression,0.0,M5 learned gate,420,0.6874148016462495,0.6556666001102,0.7200229119763887
regression,0.0,Oracle gate,420,0.6801689713015912,0.6482357819178429,0.7125447623421434
regression,0.1,M0 raw,420,0.7233775926346798,0.6944856409090093,0.7529553704344428
regression,0.1,M1 robust,420,0.7409309788720204,0.7117395399588431,0.7709270426766311
regression,0.1,M2 rank,420,0.6824642987279539,0.6535656276467937,0.7116209467025865
regression,0.1,M3 augmentation,420,0.7252603508720207,0.6966991003239799,0.7548579180060622
regression,0.1,M4 50/50,420,0.6921811641567908,0.6637445878550395,0.7213722124489571
regression,0.1,M4 tuned fixed,420,0.6824962016504244,0.6539071413521702,0.7112400154946555
regression,0.1,M5 learned gate,420,0.682684957600773,0.6544454202852277,0.7125262978798862
regression,0.1,Oracle gate,420,0.6749589699817602,0.6464155551973272,0.7045383963340632
regression,0.25,M0 raw,420,0.7073274258569023,0.6778416305069231,0.7384287637436275
regression,0.25,M1 robust,420,0.7196674965149134,0.6895342061441324,0.750905289143772
regression,0.25,M2 rank,420,0.6670079936619443,0.6367823183381383,0.6976481655244187
regression,0.25,M3 augmentation,420,0.7070912944278991,0.6770181705902417,0.7380193302463116
regression,0.25,M4 50/50,420,0.6764895462978975,0.646431957396353,0.7065823043769137
regression,0.25,M4 tuned fixed,420,0.6670181659167216,0.6361392139700661,0.6979334784932432
regression,0.25,M5 learned gate,420,0.6671166889094516,0.6371534289542187,0.6978010367757811
regression,0.25,Oracle gate,420,0.6597392360613966,0.6299989511569292,0.6898349960110053
regression,0.5,M0 raw,420,0.725529299477167,0.694721138659842,0.7573674549494143
regression,0.5,M1 robust,420,0.7394809379858978,0.7090453106835308,0.7708011267989938
regression,0.5,M2 rank,420,0.6927036019146695,0.6618267747891609,0.723563928293919
regression,0.5,M3 augmentation,420,0.7260778312106841,0.6962160901198069,0.7574308478648584
regression,0.5,M4 50/50,420,0.6982101535951526,0.6678494272563819,0.7291584496882242
regression,0.5,M4 tuned fixed,420,0.6922126831424867,0.6620690866606418,0.7235076253001098
regression,0.5,M5 learned gate,420,0.6913858869355137,0.6603854950356663,0.722596708464389
regression,0.5,Oracle gate,420,0.6818118330225359,0.6517869116197483,0.7120176606379124
regression,0.75,M0 raw,420,0.7262329822376145,0.695378880732795,0.7577040643690152
regression,0.75,M1 robust,420,0.7407934612911258,0.7100070342111975,0.7725168918348065
regression,0.75,M2 rank,420,0.6890955965562586,0.6585482310353867,0.7219104451008788
regression,0.75,M3 augmentation,420,0.7282977796495694,0.6983029963999453,0.7598712796975945
regression,0.75,M4 50/50,420,0.6968808203100866,0.666560172204948,0.729104931519152
regression,0.75,M4 tuned fixed,420,0.6888910890711466,0.6579802557376315,0.7213355649642897
regression,0.75,M5 learned gate,420,0.6884271840362397,0.6575355961367283,0.7209258846324041
regression,0.75,Oracle gate,420,0.6802470372176119,0.6498447834689279,0.7121054651363073
regression,0.9,M0 raw,420,0.746015635949743,0.7130886214202442,0.779109005240149
regression,0.9,M1 robust,420,0.7594727826951098,0.727020124718224,0.7919996403677941
regression,0.9,M2 rank,420,0.7136365291539026,0.6808563624622057,0.7472774255034481
regression,0.9,M3 augmentation,420,0.7472155667848542,0.7146824963633183,0.7800746577716621
regression,0.9,M4 50/50,420,0.7194647632123935,0.687253716456579,0.7520053148297237
regression,0.9,M4 tuned fixed,420,0.7132417619186778,0.6818216754939429,0.7462623358221107
regression,0.9,M5 learned gate,420,0.7123314466462429,0.6800560126722806,0.7452988839458121
regression,0.9,Oracle gate,420,0.7029938424485987,0.6716525266258639,0.7355407640766993
regression,1.0,M0 raw,420,0.7286112132691864,0.6981466249554927,0.7598029213561971
regression,1.0,M1 robust,420,0.7354069804309442,0.7053311364780742,0.7669188957198932
regression,1.0,M2 rank,420,0.6865027635470908,0.6558891466426726,0.7170637320582094
regression,1.0,M3 augmentation,420,0.7272772677163962,0.6971830611754192,0.7582698995789966
regression,1.0,M4 50/50,420,0.6965985375482825,0.6665120361387274,0.7271176877160369
regression,1.0,M4 tuned fixed,420,0.6865570440164329,0.656423733092952,0.7170248456513094
regression,1.0,M5 learned gate,420,0.6860067736644881,0.6561815075866574,0.7174081621929091
regression,1.0,Oracle gate,420,0.6767152515061583,0.6468672363282657,0.7071945149152018
