dataset,problem_type,model,model_seed,orbit_member,condition,function_matched,optimizer,momentum,weight_decay,epoch,split,initial_max_logit_difference,reference_rmse,reference_mae,transformed_rmse,transformed_mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,reference_log_loss,reference_accuracy,reference_roc_auc,transformed_log_loss,transformed_accuracy,transformed_roc_auc,probability_rmse,probability_mad,js_divergence,label_flip_rate
bike-sharing,regression,controlled_mlp,1,2,ordinary_adamw,False,adamw,0.0,0.0001,final,test,0.0152902156114578,75.8775660355757,46.89046613872051,73.72159999237115,45.1276675015688,0.1117249772469674,0.9933572430266424,0.99327442464609,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,0,validation,1.4901161193847656e-08,173.81121014359974,129.90819382667542,173.81121009171886,129.90819376707077,1.4513703655948429e-08,0.999999999995936,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,0,test,1.4901161193847656e-08,183.93440069538477,142.38446149230003,183.93440071594264,142.38446155190468,1.3730832785065324e-08,0.9999999999957524,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,1,validation,1.4901161193847656e-08,167.3441759827565,127.4042221903801,167.33353261586194,127.34615701436996,0.0038885126832516,0.9994494064446628,0.999324788281071,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,1,test,1.4901161193847656e-08,174.5691439120515,136.66784465312958,174.547261623725,136.54800733923912,0.0034390218886741,0.999523600191111,0.999449429795951,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,2,validation,1.4901161193847656e-08,152.07971499633584,114.63684019446372,152.0290693749592,114.13685005903244,0.0187581465889326,0.9990235350494564,0.998547293430991,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,2,test,1.4901161193847656e-08,152.53753028228235,115.15566849708556,152.48878132389171,114.60434690117836,0.0169748366812758,0.9991500629865152,0.999038692621966,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,5,validation,1.4901161193847656e-08,132.30572409899398,94.93478152155876,132.09742389412511,94.95659783482552,0.0370846342134984,0.9985860123404706,0.99809452964065,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,5,test,1.4901161193847656e-08,131.74291142234898,95.76012136042118,131.63742555135303,95.80410102009772,0.03237333035033,0.9989481239126136,0.9988258138210824,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,10,validation,1.4901161193847656e-08,114.10716981263248,80.03381943702698,113.63703429853952,79.55418014526367,0.038653368167774,0.9987464405033112,0.9987354085603112,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,10,test,1.4901161193847656e-08,115.00851373804984,83.98130011558533,114.25465087349818,83.05957043170929,0.0353678016193627,0.9990409263713044,0.999106373954292,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,20,validation,1.4901161193847656e-08,100.28421105087536,71.7041546702385,98.46035936926867,69.25202298164368,0.0400615860077489,0.999464654476304,0.9994084744792856,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,20,test,1.4901161193847656e-08,105.54351288370644,77.351282954216,103.32355532462036,75.45809642970562,0.0403411509242209,0.999415069406119,0.9994460323182384,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,final,validation,1.4901161193847656e-08,75.01331859134099,46.03802463412285,74.13724357185932,46.9758662879467,0.0656449573354349,0.9971575994776586,0.9960409990844584,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw,True,adamw,0.0,0.0001,final,test,1.4901161193847656e-08,75.8775660355757,46.89046613872051,75.21858674106701,46.957983553409576,0.0628764939093997,0.9978145526519854,0.9979267339295728,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,0,validation,1.4901161193847656e-08,173.81121014359974,129.90819382667542,173.81121009171886,129.90819376707077,1.4513703655948429e-08,0.999999999995936,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,0,test,1.4901161193847656e-08,183.93440069538477,142.38446149230003,183.93440071594264,142.38446155190468,1.3730832785065324e-08,0.9999999999957524,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,1,validation,1.4901161193847656e-08,167.34416762993754,127.40421724319458,167.33352337523306,127.34615099430084,0.0038885164811626,0.999449407563774,0.999324788281071,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,1,test,1.4901161193847656e-08,174.56913071461528,136.6678342819214,174.547248295616,136.54799658060074,0.0034390268233121,0.9995235994485128,0.999449429795951,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,2,validation,1.4901161193847656e-08,152.07967581794298,114.63680711388588,152.02903183944093,114.13681563735008,0.0187581838505719,0.99902353570024,0.998547293430991,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,2,test,1.4901161193847656e-08,152.53746894701914,115.15560492873192,152.48872077594083,114.60428488254549,0.0169748614451567,0.9991500645121804,0.999038692621966,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,5,validation,1.4901161193847656e-08,132.30572179236523,94.93478432297708,132.09741833001053,94.9566034078598,0.0370845594381672,0.9985860193068784,0.99809452964065,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,5,test,1.4901161193847656e-08,131.74292663109065,95.76013308763504,131.63743957866785,95.8041086345911,0.0323732657502344,0.998948129031794,0.9988258138210824,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,10,validation,1.4901161193847656e-08,114.10712453897884,80.03378945589066,113.63699073680849,79.55413949489594,0.0386532862774752,0.9987464479292578,0.9987354085603112,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,10,test,1.4901161193847656e-08,115.00849105302522,83.98127701878548,114.25462648012228,83.05954250693321,0.0353677231062933,0.9990409322142332,0.999106373954292,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,20,validation,1.4901161193847656e-08,100.2840884101528,71.70402485132217,98.46026857238404,69.25193810462952,0.0400610478112804,0.9994646600173568,0.9994084744792856,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,20,test,1.4901161193847656e-08,105.54350221775545,77.35120478272438,103.3235828901387,75.4580671787262,0.0403407434433439,0.9994150726473398,0.9994446018013068,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,final,validation,1.4901161193847656e-08,75.013776578217,46.03775632381439,74.1375748345663,46.97618556022644,0.0656540952410999,0.9971568256881072,0.9960409990844584,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,final,test,1.4901161193847656e-08,75.87767493276455,46.89006246626377,75.21885068685208,46.95804442465305,0.0628873340654344,0.9978138172372528,0.9979248563761,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,0,validation,1.4901161193847656e-08,173.81121014359974,129.90819382667542,173.81121009171886,129.90819376707077,1.4513703655948429e-08,0.999999999995936,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,0,test,1.4901161193847656e-08,183.93440069538477,142.38446149230003,183.93440071594264,142.38446155190468,1.3730832785065324e-08,0.9999999999957524,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,1,validation,1.4901161193847656e-08,173.79978817075866,129.9596648812294,173.79978819760072,129.9596647620201,1.3437078566819417e-08,0.9999999999965226,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,1,test,1.4901161193847656e-08,183.9060050462433,142.42603090405464,183.90600512384927,142.4260309934616,1.3231361544852767e-08,0.9999999999960923,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,2,validation,1.4901161193847656e-08,173.77923550530303,130.04336374998093,173.77923561646224,130.04336386919022,1.3437078566819417e-08,0.9999999999965756,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,2,test,1.4901161193847656e-08,183.85618665514343,142.49373397231102,183.85618666271807,142.4937339425087,1.4212762209093656e-08,0.9999999999956194,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,5,validation,1.4901161193847656e-08,173.70878544782047,130.4259414076805,173.70878541456787,130.42594134807587,1.6456993061197926e-08,0.9999999999954784,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,5,test,1.4901161193847656e-08,183.6529349447622,142.81963104009628,183.65293502918144,142.81963124871254,2.0432133022895522e-08,0.9999999999920692,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,10,validation,1.4901161193847656e-08,173.64907103700605,131.03670889139175,173.64907135776295,131.03670924901962,1.7347193836990745e-08,0.9999999999959832,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,10,test,1.4901161193847656e-08,183.36829895154108,143.34258091449738,183.36829912427748,143.342581063509,1.6816767033444245e-08,0.9999999999958588,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,20,validation,1.4901161193847656e-08,173.52588468778407,131.59399205446243,173.52588471175864,131.59399193525314,2.052547655050624e-08,0.9999999999970116,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,20,test,1.4901161193847656e-08,182.99704161671724,143.7668032348156,182.9970415840789,143.76680314540863,1.9762043886796365e-08,0.9999999999970832,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,final,validation,1.4901161193847656e-08,169.86214002745285,128.82302689552307,169.86213969852153,128.823027074337,3.1512742537897715e-08,0.9999999999998018,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_momentum,True,sgd,0.9,0.0001,final,test,1.4901161193847656e-08,178.280747241399,139.64458340406418,178.28074640356135,139.6445827484131,2.981294152367155e-08,0.9999999999998244,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,0,validation,1.4901161193847656e-08,173.81121014359974,129.90819382667542,173.81121009171886,129.90819376707077,1.4513703655948429e-08,0.999999999995936,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,0,test,1.4901161193847656e-08,183.93440069538477,142.38446149230003,183.93440071594264,142.38446155190468,1.3730832785065324e-08,0.9999999999957524,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,1,validation,1.4901161193847656e-08,173.80652696643713,129.92636919021606,173.80652710333368,129.92636930942535,1.3437078566819417e-08,0.9999999999965014,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,1,test,1.4901161193847656e-08,183.9234809572515,142.39893424510956,183.92348120562755,142.39893439412117,1.6816767033444245e-08,0.9999999999936178,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,2,validation,1.4901161193847656e-08,173.8019515766138,129.9443756937981,173.8019512255645,129.94437563419342,1.819389038715861e-08,0.9999999999936168,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,2,test,1.4901161193847656e-08,183.9127088954059,142.41326144337654,183.91270889213249,142.4132613837719,1.5569300932755105e-08,0.9999999999945672,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,5,validation,1.4901161193847656e-08,173.7888574952757,129.99718445539474,173.78885774954705,129.99718463420868,1.4513703655948429e-08,0.9999999999960624,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,5,test,1.4901161193847656e-08,183.88132249683116,142.45534360408783,183.8813224603539,142.45534348487854,1.6411484174696726e-08,0.9999999999940352,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,10,validation,1.4901161193847656e-08,173.76898593571696,130.08124923706055,173.76898590619075,130.08124923706055,1.0971328707465284e-08,0.999999999997743,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,10,test,1.4901161193847656e-08,183.8319367432559,142.52429929375648,183.8319366616366,142.52429920434952,1.6816767033444245e-08,0.9999999999938534,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,20,validation,1.4901161193847656e-08,173.73544987166196,130.23807328939438,173.7354496447337,130.2380731701851,1.7347193836990745e-08,0.9999999999946948,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,20,test,1.4901161193847656e-08,183.74273245121933,142.65846836566925,183.74273242920964,142.65846845507622,2.1080933118506163e-08,0.999999999990764,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,final,validation,1.4901161193847656e-08,173.59756063318534,131.04608023166656,173.59756050962056,131.04607993364334,1.819389038715861e-08,0.9999999999961432,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,matched_sgd_plain,True,sgd,0.0,0.0,final,test,1.4901161193847656e-08,183.28706273605115,143.33091267943382,183.2870626054862,143.33091267943382,1.941832994731652e-08,0.999999999995272,1.0,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,ordinary_adamw,False,adamw,0.0,0.0001,0,validation,0.0173612646758556,173.81121014359974,129.90819382667542,173.97347078438082,130.163878262043,0.0066580352614784,0.3134626633880656,0.2549371736483599,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,ordinary_adamw,False,adamw,0.0,0.0001,0,test,0.0173612646758556,183.93440069538477,142.38446149230003,184.2120040869033,142.76098358631134,0.0063397878138858,0.249380553711435,0.2121450398467148,,,,,,,,,,
bike-sharing,regression,controlled_mlp,1,3,ordinary_adamw,False,adamw,0.0,0.0001,1,validation,0.0173612646758556,167.3441759827565,127.4042221903801,167.66350470440884,127.92697608470915,0.024032038628595,0.9616290060746714,0.9623326276035704,,,,,,,,,,
